cycle_index,robot_namespace,ros_time_s,source_stamp_s,wall_elapsed_s,cycle_valid,status,input_point_count,filtered_point_count,fine_enabled,ros_to_pcl_ms,queue_wait_ms,task_setup_ms,preprocessing_ms,height_mapping_ms,bgk_mapping_ms,startup_hole_fill_ms,geometric_mapping_ms,step_mapping_ms,traversability_mapping_ms,fine_traversability_mapping_ms,viewpoint_update_ms,map_publication_ms,algorithm_total_ms,accounted_total_ms,cycle_wall_ms,unaccounted_ms,end_to_end_ms
18,vehicle0,967.383000,967.237000,17.854356,1,ok,25202,22246,1,0.431277,0.009682,0.000368,0.078909,9.483578,11.917875,0.000286,44.547225,10.632362,0.743366,350.147699,0.003110,8.493771,427.551300,436.048549,436.351699,0.303150,436.792658
19,vehicle0,967.580000,967.437000,18.685940,1,ok,25228,22288,1,0.239408,0.006661,0.000185,0.052049,11.861881,10.985650,0.000101,43.871374,11.766568,0.892653,355.108010,0.003925,7.879690,434.538286,442.422086,442.729743,0.307657,442.975812
20,vehicle0,967.787000,967.637000,19.523842,1,ok,25313,22390,1,0.415793,0.005305,0.000254,0.090210,7.516877,12.130317,0.000163,43.732445,10.264233,0.727767,346.311452,0.004622,8.643094,420.773464,429.421434,429.719661,0.298227,430.140759
21,vehicle0,967.971000,967.837000,20.360078,1,ok,25418,22537,1,0.409201,0.006121,0.000315,0.126748,5.441574,12.977720,0.000092,42.991268,9.836374,0.761148,346.454302,0.003318,6.941418,418.589226,425.534277,425.741661,0.207384,426.156983
22,vehicle0,968.155000,968.038000,21.181463,1,ok,25579,22712,1,0.395449,0.005063,0.000285,0.068072,6.602762,11.306152,0.000091,44.211194,9.887358,0.924229,326.707223,0.003601,7.553416,399.707081,407.264383,407.555134,0.290751,407.955646
23,vehicle0,968.369000,968.238000,22.022345,1,ok,25768,23157,1,0.422546,0.006516,0.000249,0.078301,7.554239,11.645050,0.000093,42.949874,10.125075,0.715727,336.724525,0.014260,7.352294,409.792884,417.159687,417.350406,0.190719,417.779468
24,vehicle0,968.626000,968.439000,22.910700,1,ok,25945,23339,1,0.403832,0.005948,0.000306,0.108092,10.469072,13.240451,0.000095,45.295541,10.106594,0.719628,372.017740,0.002629,7.443188,451.957213,459.403336,459.635266,0.231930,460.045046
25,vehicle0,968.801000,968.638000,23.695354,1,ok,26115,23494,1,0.382361,0.007663,0.000411,0.104076,12.292542,10.729861,0.000106,42.558956,10.675554,0.821942,361.686474,0.004687,6.993801,438.869511,445.868410,446.125033,0.256623,446.515057
26,vehicle0,968.970000,968.837000,24.488827,1,ok,26255,23599,1,0.371639,0.004304,0.000355,0.050025,7.988798,11.162582,0.000090,41.822455,10.983831,0.863053,346.862244,0.003049,7.683700,419.733078,427.420182,427.657745,0.237563,428.033688
27,vehicle0,969.181000,969.038000,25.322374,1,ok,26304,23636,1,0.281275,0.005755,0.000183,0.087672,7.385975,10.858634,0.000100,42.349959,9.568718,0.741688,360.719015,0.003173,7.330293,431.711761,439.045410,439.338813,0.293403,439.625843
28,vehicle0,969.391000,969.239000,26.176680,1,ok,26329,23670,1,0.444010,0.008736,0.000309,0.221927,7.810839,10.740239,0.000110,43.932932,10.291507,0.729206,357.438967,0.013178,7.619284,431.165727,438.798498,439.081022,0.282524,439.533768
29,vehicle0,969.579000,969.438000,26.991681,1,ok,26392,23760,1,0.370027,0.006990,0.000205,0.083491,6.631491,10.772687,0.000169,45.310420,11.561870,0.710928,356.172963,0.030539,8.193050,431.244019,439.467813,439.754244,0.286431,440.131261
30,vehicle0,969.800000,969.638000,27.826513,1,ok,26490,23865,1,0.276146,0.008343,0.000307,0.093573,6.443161,10.619614,0.000126,41.268488,10.807917,0.923177,365.220913,0.004199,6.850345,435.376969,442.231820,442.454457,0.222637,442.738946
31,vehicle0,969.989000,969.837000,28.647877,1,ok,26427,23819,1,0.354917,0.006311,0.000299,0.050045,5.954950,10.958223,0.000088,43.013380,9.187054,0.714093,367.435095,0.018152,7.919994,437.312928,445.251373,445.437705,0.186332,445.798933
32,vehicle0,970.188000,970.037000,29.456705,1,ok,26434,23833,1,0.450239,1.515415,0.000514,0.083906,7.687294,10.876291,0.000099,39.639192,11.912159,0.717606,353.231107,0.003928,8.582474,424.147654,432.734570,433.106004,0.371434,435.071658
33,vehicle0,970.389000,970.238000,30.270911,1,ok,26409,23821,1,0.331879,0.011988,0.000395,0.092675,5.823685,10.993879,0.000081,44.744662,9.888712,0.718667,356.119885,0.003363,7.605336,428.382246,435.991340,436.272410,0.281070,436.616277
34,vehicle0,970.558000,970.437000,31.075080,1,ok,26409,23818,1,0.303071,0.004526,0.000268,0.045986,5.572840,10.525713,0.000223,41.151042,9.527385,2.092041,350.920751,0.026224,7.391628,419.835981,427.254101,427.581881,0.327780,427.889478
35,vehicle0,970.787000,970.637000,31.925877,1,ok,26390,23808,1,0.317293,0.372882,0.000191,0.051367,5.980981,10.750997,0.000108,40.274364,9.405358,0.742482,367.003093,0.003636,8.543595,434.208750,442.756172,442.959956,0.203784,443.650131
36,vehicle0,970.966000,970.838000,32.718756,1,ok,26386,23803,1,0.241289,0.007458,0.000286,0.085279,6.210153,11.916858,0.000101,37.435435,7.396563,0.709502,335.906963,0.003596,8.149479,399.660854,407.814215,408.020711,0.206496,408.269458
37,vehicle0,971.181000,971.037000,33.553975,1,ok,26379,23816,1,0.368642,0.027185,0.000331,0.066839,4.285038,10.905214,0.000073,38.820994,10.962690,0.705920,355.480468,0.004508,8.479081,421.227236,429.711156,429.911329,0.200173,430.307156
38,vehicle0,971.393000,971.240000,34.375224,1,ok,26393,23827,1,0.300723,0.006184,0.000224,0.085635,5.161688,9.711482,0.000089,38.624689,10.246732,0.727346,345.795788,0.005554,6.844355,410.353449,417.203582,417.620309,0.416727,417.927216
39,vehicle0,971.619000,971.437000,35.227936,1,ok,26349,23794,1,0.534897,0.006856,0.000241,0.080635,6.471642,9.869327,0.000287,42.753379,10.312013,0.719712,387.612285,0.014914,6.457747,457.819280,464.292182,464.526780,0.234598,465.068533
40,vehicle0,971.772000,971.638000,36.002440,1,ok,26361,23807,1,0.334218,0.010623,0.000305,0.085529,5.464727,10.449713,0.000075,37.324817,8.478730,0.723678,362.059866,0.002849,7.766626,424.587135,432.356915,432.570316,0.213401,432.915157
41,vehicle0,972.024000,971.838000,36.858248,1,ok,26424,23861,1,0.316167,0.007159,0.000257,0.084290,6.719709,9.370209,0.000106,40.781357,8.765810,0.702260,387.797228,0.004220,7.616256,454.220969,461.841702,462.050336,0.208634,462.373662
42,vehicle0,972.204000,972.038000,37.652046,1,ok,26414,23859,1,0.251320,0.004151,0.000244,0.048184,5.892479,11.532656,0.000226,37.969615,8.759144,0.704673,377.991075,0.013721,8.893077,442.898052,451.805094,452.052685,0.247591,452.308156
43,vehicle0,972.410000,972.238000,38.478930,1,ok,26387,23833,1,0.381536,0.007155,0.000195,0.083610,7.039308,13.261307,0.000099,39.961100,10.227319,0.874967,378.963860,0.007273,7.152789,450.411570,457.571827,457.962591,0.390764,458.351282
44,vehicle0,972.588000,972.438000,39.265431,1,ok,26324,23775,1,0.368028,0.005091,0.000376,0.049003,4.972466,9.494041,0.000126,40.055193,9.852047,0.700750,361.789049,0.003739,7.906356,426.912675,434.823146,435.016973,0.193827,435.390092
45,vehicle0,972.776000,972.637000,40.066550,1,ok,26268,23720,1,0.366748,0.004295,0.000428,0.044918,5.568750,11.016392,0.000078,39.915523,8.438505,0.748267,353.869362,0.017337,7.535524,419.601795,427.155084,427.408511,0.253427,427.779554
46,vehicle0,972.977000,972.838000,40.901418,1,ok,26312,23763,1,0.376332,0.005062,0.000277,0.049847,5.291210,9.355345,0.000078,39.591544,9.069820,0.861905,340.052520,0.004034,7.244366,404.272269,411.520946,411.806771,0.285825,412.188165
47,vehicle0,973.154000,973.037000,41.694480,1,ok,26387,23838,1,0.306119,0.009021,0.000230,0.197855,6.562432,9.492733,0.000234,37.951583,8.849663,0.749584,336.841059,0.008638,7.247571,400.645143,407.901582,408.278569,0.376987,408.593709
48,vehicle0,973.352000,973.237000,42.511358,1,ok,26396,23844,1,0.388868,0.008933,0.000352,0.083579,6.501363,9.470818,0.000083,37.603275,7.332290,0.738573,320.494888,0.004681,8.708113,382.224869,390.938015,391.231949,0.293934,391.629750
49,vehicle0,973.555000,973.436000,43.361584,1,ok,26385,23833,1,0.407526,0.008085,0.000354,0.061170,4.877515,12.643730,0.000076,37.717839,9.092484,0.966964,335.626649,0.007145,7.211967,400.986427,408.205893,408.539448,0.333555,408.955059
50,vehicle0,973.755000,973.637000,44.113546,1,ok,26361,23828,1,0.264459,0.007038,0.000376,0.093982,3.763644,10.192841,0.000145,35.630428,6.213686,0.822576,268.165584,0.002680,8.809049,324.882886,333.694991,334.044188,0.349197,334.315685
51,vehicle0,973.949000,973.837000,44.894039,1,ok,26367,23826,1,0.278422,0.005453,0.000248,0.048813,4.410332,10.028042,0.000106,34.279815,5.595445,0.719654,226.735254,0.018416,8.155458,281.817461,289.991583,290.204272,0.212689,290.488147
52,vehicle0,974.152000,974.039000,45.796627,1,ok,26370,23825,1,0.244498,0.007626,0.000269,0.125003,5.825920,11.513331,0.000113,35.518105,7.082163,0.726999,280.586357,0.013199,7.195665,341.377991,348.587124,348.895340,0.308216,349.147464
53,vehicle0,974.352000,974.235000,46.665485,1,ok,26382,23839,1,0.370522,0.006351,0.000265,0.085307,4.676175,10.948963,0.000150,36.348005,8.521443,0.902902,324.910645,0.004745,7.921392,386.393590,394.319992,394.731966,0.411974,395.108839
54,vehicle0,974.552000,974.440000,47.457163,1,ok,26415,23881,1,0.418719,0.007549,0.000166,0.088575,6.614881,9.142884,0.000140,35.514589,6.953153,0.719958,276.377307,0.003803,7.856003,335.411487,343.271459,343.477122,0.205663,343.903390
55,vehicle0,974.753000,974.638000,48.245903,1,ok,26389,23877,1,0.331039,0.005202,0.000279,0.050006,3.453262,10.176745,0.000117,34.162879,6.103855,0.815690,261.885489,0.004161,6.143692,316.648043,322.796175,323.084421,0.288246,323.420662
56,vehicle0,974.952000,974.837000,49.124672,1,ok,26437,23930,1,0.311742,0.008198,0.000359,0.095201,4.612616,10.378492,0.000097,37.047162,6.679047,0.864021,255.577315,0.016610,7.753824,315.253951,323.024744,323.362366,0.337622,323.682306
57,vehicle0,975.154000,975.039000,50.045853,1,ok,26372,23869,1,0.289452,0.008511,0.000481,0.099374,5.086053,10.496915,0.000106,41.816295,8.424882,0.876075,314.280980,0.008184,7.022264,381.080680,388.111609,388.393220,0.281611,388.691183
58,vehicle0,975.369000,975.236000,50.938287,1,ok,26269,23808,1,0.419372,0.523003,0.000327,0.091325,8.757759,10.580215,0.000098,43.501474,12.371002,0.838070,349.092068,0.003034,7.460214,425.232011,432.695586,433.105935,0.410349,434.048310
59,vehicle0,975.598000,975.438000,51.828385,1,ok,26168,23727,1,0.406871,0.006792,0.000191,0.048745,9.162302,9.810360,0.000114,45.642557,11.819412,0.705030,380.580026,0.022896,9.222632,457.768546,467.014265,467.244183,0.229918,467.657846
60,vehicle0,975.818000,975.638000,52.680111,1,ok,25996,23550,1,0.253795,0.004165,0.000255,0.053664,13.370711,9.806841,0.000086,45.002723,10.750004,0.713474,395.812599,0.004192,8.202191,475.510102,483.716740,483.961137,0.244397,484.219097
61,vehicle0,976.037000,975.838000,53.574081,1,ok,25823,23365,1,0.236697,0.005306,0.000272,0.055775,10.040981,9.919461,0.000112,50.276712,11.452132,0.824649,420.993086,0.058497,6.981713,503.562908,510.603390,510.943481,0.340091,511.185484
62,vehicle0,976.207000,976.037000,54.372645,1,ok,25657,23215,1,0.369820,0.009183,0.000384,0.086383,6.957531,9.989093,0.000078,44.753972,10.048066,0.868835,406.312221,0.009463,7.134459,479.016179,486.160485,486.563508,0.403023,486.942511
63,vehicle0,976.394000,976.240000,55.201118,1,ok,25477,23070,1,0.336913,0.012730,0.000302,0.105006,6.511767,10.174935,0.000113,40.608659,10.603990,0.812679,365.455660,0.003157,7.208991,434.272809,441.485259,441.692414,0.207155,442.042057
64,vehicle0,976.622000,976.439000,56.095804,1,ok,25320,22943,1,0.344018,0.006120,0.000266,0.078038,9.551789,11.259464,0.000110,42.943719,11.767272,0.719601,403.149648,0.003803,7.857720,479.469641,487.331430,487.632557,0.301127,487.982695
65,vehicle0,976.801000,976.637000,56.933753,1,ok,25238,22903,1,0.391960,0.006879,0.000198,0.080152,4.727539,9.465052,0.000224,45.320710,11.304294,0.882232,393.161781,0.003070,7.168219,464.941984,472.113471,472.321001,0.207530,472.719840
66,vehicle0,977.014000,976.838000,57.776929,1,ok,25179,22871,1,0.295591,0.005118,0.000300,0.092513,6.818934,10.596543,0.000210,41.791893,9.716103,0.881259,394.225646,0.027743,6.877332,464.123101,471.028476,471.630869,0.602393,471.931578
67,vehicle0,977.221000,977.039000,58.644734,1,ok,25024,22754,1,0.447916,0.007724,0.000315,0.049800,6.697848,10.008093,0.000075,45.526603,11.077095,0.706762,399.933107,0.021485,7.549497,473.999383,481.570680,481.763391,0.192711,482.219031
68,vehicle0,977.438000,977.238000,59.505524,1,ok,24851,22619,1,0.321399,0.026284,0.000559,0.101934,7.568929,10.616478,0.000142,43.687225,12.663319,0.702186,403.149351,0.003551,7.695700,478.489564,486.189374,486.457449,0.268075,486.805132
69,vehicle0,977.616000,977.439000,60.353191,1,ok,24656,22463,1,0.618805,0.010600,0.000154,0.079399,6.938711,11.153569,0.000079,43.725221,12.008192,0.796105,399.534835,0.004141,7.606146,474.236111,481.846552,482.097067,0.250515,482.726472
70,vehicle0,977.801000,977.639000,61.183845,1,ok,24492,22324,1,0.352121,0.014168,0.000368,0.095259,8.532503,10.917749,0.000104,40.847886,10.422325,0.927527,366.664853,0.003928,7.178670,438.408206,445.591172,445.838173,0.247001,446.204462
71,vehicle0,978.001000,977.839000,62.046332,1,ok,24352,22209,1,0.358436,0.007679,0.000265,0.074036,6.448450,9.589088,0.000086,40.417098,11.218267,0.868803,378.677037,0.011295,7.781514,447.292865,455.085939,455.593933,0.507994,455.960048
72,vehicle0,978.236000,978.039000,62.909509,1,ok,24211,22085,1,0.357556,0.009928,0.000426,0.090303,7.561410,10.688354,0.000340,41.954900,9.439704,0.758646,381.555772,0.021893,7.405711,452.049429,459.477459,459.781577,0.304118,460.149061
73,vehicle0,978.427000,978.239000,63.768020,1,ok,24110,21993,1,0.264999,0.006406,0.000277,0.074026,17.582609,10.744765,0.000091,41.806713,11.761160,0.905285,396.063274,0.042664,8.884124,478.937923,487.864988,488.222720,0.357732,488.494125
74,vehicle0,978.633000,978.439000,64.629237,1,ok,24025,21913,1,0.252362,0.004882,0.000249,0.050742,12.938075,10.251256,0.000080,40.833556,12.055171,0.708380,411.562308,0.025289,8.267979,488.399568,496.693085,496.952253,0.259168,497.209497
75,vehicle0,978.797000,978.638000,65.454255,1,ok,23912,21782,1,0.386044,0.005455,0.000188,0.044618,10.199652,11.190086,0.000227,42.843456,11.011485,0.958453,392.024303,0.004933,7.034919,468.272280,475.312320,475.570233,0.257913,475.961732
76,vehicle0,979.031000,978.838000,66.326425,1,ok,23940,21766,1,0.251915,0.003846,0.000256,0.043566,8.360601,8.843459,0.000078,43.201507,10.632386,0.769076,413.608001,0.004472,8.291292,485.458674,493.754694,494.089632,0.334938,494.345393
77,vehicle0,979.240000,979.039000,67.205599,1,ok,24051,21851,1,0.222559,0.006963,0.000364,0.096488,9.351495,11.183848,0.000095,42.977223,10.738954,0.858203,416.950027,0.016723,7.160271,492.156333,499.333691,499.612147,0.278456,499.841669
78,vehicle0,979.427000,979.240000,68.016573,1,ok,24140,21945,1,0.416732,0.074883,0.000282,0.105982,6.605054,9.262935,0.000079,39.039578,10.017272,0.718404,382.282540,0.003044,7.080146,448.031844,455.115316,455.330407,0.215091,455.822022
79,vehicle0,979.558000,979.438000,68.826561,1,ok,24169,21994,1,0.226092,0.005175,0.000411,0.047184,6.618229,8.972033,0.000076,42.552196,9.919692,0.878730,372.365237,0.005724,6.918536,441.353377,448.278048,448.736269,0.458221,448.967536
80,vehicle0,979.753000,979.638000,69.686876,1,ok,24189,22010,1,0.260682,0.005259,0.000289,0.114020,5.528603,9.549552,0.000085,36.112427,9.259667,0.955003,344.725713,0.003914,8.758254,406.245070,415.007527,415.340098,0.332571,415.606039
81,vehicle0,979.970000,979.839000,70.582811,1,ok,24223,22041,1,0.353769,0.007162,0.000304,0.091121,7.929187,11.689299,0.000098,35.054197,6.685305,0.700876,345.186062,0.003959,7.462772,407.336145,414.803180,414.984535,0.181355,415.345466
82,vehicle0,980.166000,980.038000,71.460145,1,ok,24239,22058,1,0.342977,0.006716,0.000305,0.080854,7.096856,9.030792,0.000078,38.081498,10.608954,0.998155,364.882640,0.025424,9.977968,430.779827,440.783524,441.091827,0.308303,441.441520
83,vehicle0,980.371000,980.238000,72.324038,1,ok,24276,22098,1,0.351493,0.006235,0.000165,0.046701,6.108258,9.157376,0.000074,36.860456,9.623302,0.996798,377.582080,0.025879,8.586974,440.375045,448.988063,449.346793,0.358730,449.704521
84,vehicle0,980.574000,980.438000,73.177964,1,ok,24338,22174,1,0.311104,0.006809,0.000234,0.087877,7.477940,10.270054,0.000209,36.965336,10.346786,0.744058,377.831167,0.005134,7.869757,443.723427,451.598552,451.908316,0.309764,452.226229
85,vehicle0,980.785000,980.639000,74.061314,1,ok,24401,22236,1,0.259051,0.008722,0.000142,0.065891,5.895925,10.312111,0.000139,36.237435,8.947924,0.716826,371.960879,0.003926,7.690972,434.137130,441.832170,442.029742,0.197572,442.297515
86,vehicle0,980.998000,980.841000,74.936321,1,ok,24550,22358,1,0.231959,0.008192,0.000375,0.093445,7.074375,9.478016,0.000154,37.688301,9.376885,0.700919,363.241344,0.003299,7.006335,427.653439,434.663448,434.931466,0.268018,435.171617
87,vehicle0,981.156000,981.038000,75.743157,1,ok,24748,22480,1,0.327865,0.004827,0.000183,0.065937,6.341530,9.448559,0.000144,38.875820,7.852771,0.828441,357.088755,0.003183,6.754517,420.501957,427.259840,427.518602,0.258762,427.851294
88,vehicle0,981.432000,981.239000,76.645339,1,ok,24969,22528,1,0.236752,0.005376,0.000320,0.047667,9.518922,8.927798,0.000074,36.951443,8.910335,0.704919,387.368176,0.022402,7.894394,452.429334,460.346450,460.588824,0.242374,460.830952
89,vehicle0,981.637000,981.440000,77.504802,1,ok,25149,22468,1,0.382813,0.005026,0.000181,0.128031,11.542272,8.985434,0.000079,44.667887,12.524136,0.711166,405.413011,0.004425,6.351382,483.972016,490.328004,490.533432,0.205428,490.921271
90,vehicle0,981.837000,981.637000,78.317330,1,ok,25347,22471,1,0.319861,0.004808,0.000292,0.066863,12.325032,9.267148,0.000131,39.553190,9.993300,0.708531,426.105732,0.008997,9.010957,498.019927,507.040173,507.276938,0.236765,507.601607
91,vehicle0,982.039000,981.837000,79.105762,1,ok,25550,22573,1,0.453775,0.012078,0.000315,0.096129,15.824933,9.080985,0.000174,39.897910,12.011071,0.716739,419.314174,0.004555,6.489202,496.942115,503.436187,503.815396,0.379209,504.281249
92,vehicle0,982.236000,982.039000,79.920799,1,ok,25743,22701,1,0.301824,0.010045,0.000320,0.176020,13.575993,9.244224,0.000088,40.568813,11.195247,0.699357,404.215259,0.003651,7.613124,479.675001,487.292096,487.503160,0.211064,487.815029
93,vehicle0,982.420000,982.236000,80.661517,1,ok,25940,22781,1,0.354330,0.006548,0.000255,0.100351,7.866438,9.401908,0.000133,36.386375,9.574089,0.819557,384.002426,0.002908,7.050635,448.151277,455.205075,455.527862,0.322787,455.888740
94,vehicle0,982.591000,982.438000,81.467243,1,ok,26055,22748,1,0.341500,0.007163,0.000277,0.084253,7.846672,8.737140,0.000100,38.028591,9.847253,0.709689,385.948712,0.017008,6.621888,451.202410,457.841583,458.129325,0.287742,458.477988
95,vehicle0,982.806000,982.638000,82.282393,1,ok,26150,22711,1,0.228590,0.006156,0.000279,0.065208,5.915000,8.952406,0.000092,38.753479,10.847387,0.737753,376.836235,0.002699,7.104212,442.107560,449.214750,449.408482,0.193732,449.643228
96,vehicle0,982.984000,982.837000,83.076807,1,ok,26140,22630,1,0.233114,0.008787,0.000269,0.144604,6.865551,9.114054,0.000086,37.725840,9.646811,0.711437,360.638086,0.002839,6.502526,424.846469,431.352103,431.768940,0.416837,432.010841
97,vehicle0,983.178000,983.037000,83.870508,1,ok,26099,22593,1,0.296847,0.004577,0.000299,0.068420,5.899384,8.149463,0.000083,35.215515,9.405773,0.701441,356.449403,0.005593,9.180423,415.889482,425.075797,425.332876,0.257079,425.634300
98,vehicle0,983.358000,983.238000,84.664029,1,ok,26024,22536,1,0.285847,0.005452,0.000355,0.064754,5.769898,8.808506,0.000102,33.764156,8.572894,0.810483,340.330252,0.004510,6.891485,398.121045,405.017395,405.275864,0.258469,405.567163
99,vehicle0,983.617000,983.439000,85.545802,1,ok,26019,22547,1,0.308281,0.007892,0.000338,0.097469,7.270301,8.198042,0.000107,39.945637,11.620097,0.723145,377.600812,0.015786,7.405833,445.455610,452.877567,453.107315,0.229748,453.423488
100,vehicle0,983.764000,983.638000,86.298802,1,ok,25954,22480,1,0.243921,0.004927,0.000307,0.043855,6.982042,9.165007,0.000086,38.902390,8.827818,0.711456,341.840089,0.004049,7.731380,406.472743,414.208479,414.437647,0.229168,414.686495
101,vehicle0,983.974000,983.838000,87.140887,1,ok,26009,22541,1,0.106686,0.005287,0.000245,0.139027,5.711512,8.440767,0.000077,37.282952,10.537926,0.708279,359.684140,0.002678,7.489740,422.504680,429.997343,430.276664,0.279321,430.388637
102,vehicle0,984.211000,984.038000,88.014712,1,ok,26019,22560,1,0.291725,0.007672,0.000445,0.067207,7.578163,8.713537,0.000084,36.002154,9.499358,0.910301,387.653671,0.002969,7.766213,450.424475,458.194102,458.504482,0.310380,458.803879
103,vehicle0,984.401000,984.238000,88.802022,1,ok,26053,22607,1,0.196566,0.006046,0.000301,0.050942,6.031466,7.993258,0.000096,38.719734,10.524041,0.693467,362.303953,0.009459,6.546218,426.316957,432.872935,433.084379,0.211444,433.286991
104,vehicle0,984.620000,984.437000,89.678222,1,ok,25978,22530,1,0.093303,0.006882,0.000369,0.087557,11.026268,8.514241,0.000089,40.850571,12.032029,0.781943,411.461644,0.023065,8.316172,484.754342,493.093948,493.411481,0.317533,493.511666
105,vehicle0,984.836000,984.637000,90.491887,1,ok,25941,22495,1,0.091930,0.004468,0.000552,0.053838,9.827337,7.748621,0.000208,40.030930,10.760628,0.713436,389.054940,0.004645,6.979919,458.189938,465.175054,465.377964,0.202910,465.474362
106,vehicle0,985.001000,984.837000,91.273095,1,ok,25930,22475,1,0.135762,0.008974,0.000424,0.097557,12.682383,8.272017,0.000076,38.213099,12.734865,0.762714,376.950046,0.004835,6.934103,449.712757,456.652119,456.903168,0.251049,457.047904
