cycle_index,robot_namespace,ros_time_s,source_stamp_s,wall_elapsed_s,cycle_valid,status,input_point_count,filtered_point_count,fine_enabled,ros_to_pcl_ms,queue_wait_ms,task_setup_ms,preprocessing_ms,height_mapping_ms,bgk_mapping_ms,startup_hole_fill_ms,geometric_mapping_ms,step_mapping_ms,traversability_mapping_ms,fine_traversability_mapping_ms,viewpoint_update_ms,map_publication_ms,algorithm_total_ms,accounted_total_ms,cycle_wall_ms,unaccounted_ms,end_to_end_ms
48,vehicle1,973.436000,973.245000,42.574443,1,ok,27233,23697,1,0.329873,0.004301,0.000225,0.054899,8.392047,10.251119,0.000148,42.833134,13.822087,0.711876,387.907544,0.016945,7.160638,463.972854,471.150662,471.443102,0.292440,471.777276
49,vehicle1,973.607000,973.444000,43.390110,1,ok,27307,23822,1,0.386282,0.174058,0.000341,0.204430,8.393248,9.105414,0.000133,40.372924,11.332721,0.716117,377.982250,0.010815,6.863439,448.107237,454.981832,455.457604,0.475772,456.017944
50,vehicle1,973.832000,973.646000,44.231526,1,ok,27456,23996,1,0.264666,0.004648,0.000229,0.061261,7.867299,8.878988,0.000114,41.346058,14.965335,0.709753,385.254187,0.002993,8.105098,459.082995,467.191315,467.446343,0.255028,467.715657
51,vehicle1,974.013000,973.844000,45.047522,1,ok,27551,24134,1,0.431957,0.010277,0.000437,0.089888,10.229867,7.682124,0.000084,40.388907,13.341848,0.850911,375.241674,0.005988,8.764156,447.825303,456.595884,456.907546,0.311662,457.349780
52,vehicle1,974.219000,974.046000,45.889165,1,ok,27612,24225,1,0.381647,0.005050,0.000197,0.057711,8.628248,8.863465,0.000184,42.850285,13.003883,0.784460,399.440248,0.005888,6.742705,473.628484,480.377274,480.996525,0.619251,481.383222
53,vehicle1,974.430000,974.244000,46.720640,1,ok,27615,24203,1,0.248247,0.006158,0.000367,0.098970,13.329734,8.294072,0.000103,45.468979,14.434313,0.715969,379.180478,0.002962,6.381660,461.522618,467.907607,468.143111,0.235504,468.397516
54,vehicle1,974.598000,974.447000,47.529708,1,ok,27537,24123,1,0.317864,0.004847,0.000289,0.091045,9.375248,10.320576,0.000200,39.727947,11.092091,0.937053,379.216966,0.023866,7.451822,450.761126,458.237103,458.592380,0.355277,458.915091
55,vehicle1,974.779000,974.645000,48.356253,1,ok,27484,24057,1,0.284145,0.010705,0.000248,0.083941,9.736270,8.932581,0.000278,42.314477,13.981013,0.773486,367.194733,0.002911,7.050178,443.016779,450.070116,450.378671,0.308555,450.673521
56,vehicle1,975.002000,974.845000,49.237633,1,ok,27545,24025,1,0.390545,0.004368,0.000421,0.055896,10.069367,9.832288,0.000103,42.508844,12.149391,0.873995,364.011232,0.002646,7.248553,439.501116,446.752736,447.276941,0.524205,447.671854
57,vehicle1,975.174000,975.047000,50.065288,1,ok,27359,23772,1,0.368450,0.006542,0.000277,0.088915,9.365309,8.752172,0.000087,45.715887,11.106837,0.866391,358.386474,0.003872,7.870354,434.282072,442.156575,442.511712,0.355137,442.886704
58,vehicle1,975.390000,975.244000,50.947348,1,ok,27128,23465,1,0.350055,0.004852,0.000163,0.050415,14.756509,9.277131,0.000087,48.160739,13.431356,0.732973,361.272382,0.008508,9.717487,447.681592,457.407750,457.731938,0.324188,458.086845
59,vehicle1,975.571000,975.445000,51.775462,1,ok,26947,23251,1,0.377049,0.004410,0.000207,0.051339,9.574461,8.285355,0.000100,44.709154,13.069714,0.707774,351.868745,0.004574,6.938044,428.266642,435.209467,435.394633,0.185166,435.776092
60,vehicle1,975.794000,975.648000,52.626641,1,ok,26697,23052,1,0.451980,0.009677,0.000245,0.095844,10.091174,9.173432,0.000105,42.510432,12.378507,0.880516,334.860070,0.014740,6.849785,409.990080,416.854850,417.363089,0.508239,417.824746
61,vehicle1,976.019000,975.848000,53.492762,1,ok,26439,22831,1,0.321295,0.337024,0.000226,0.083891,9.095207,8.222253,0.000147,40.285997,12.008835,0.709467,344.919552,0.002444,8.604277,415.325349,423.932296,424.279345,0.347049,424.937664
62,vehicle1,976.155000,976.044000,54.292761,1,ok,26246,22650,1,0.344332,0.004673,0.000216,0.053230,10.136882,8.266248,0.000093,43.995571,12.866282,0.933946,339.080724,0.004445,7.467102,415.332976,422.804739,423.014855,0.210116,423.363860
63,vehicle1,976.353000,976.247000,55.110899,1,ok,25986,22448,1,0.234133,0.005499,0.000281,0.051879,11.087347,8.776394,0.000113,42.605781,11.305319,0.821460,311.562458,0.003898,7.730143,386.210751,393.945073,394.208155,0.263082,394.447787
64,vehicle1,976.556000,976.445000,55.999543,1,ok,25675,22189,1,0.308024,0.004272,0.000216,0.068681,7.728105,8.392387,0.000380,43.240843,12.234740,0.729479,345.365455,0.003466,9.411800,417.760070,427.175552,427.372686,0.197134,427.684982
65,vehicle1,976.754000,976.644000,56.851341,1,ok,25480,22015,1,0.314406,0.004286,0.000196,0.052507,8.034363,12.424501,0.000083,41.863268,11.089583,0.958287,326.586586,0.003611,7.132407,401.009178,408.145392,408.439095,0.293703,408.757787
66,vehicle1,976.965000,976.846000,57.702874,1,ok,25257,21813,1,0.355976,0.005240,0.000295,0.059195,10.553575,8.670824,0.000094,40.560017,11.573816,0.879104,331.921102,0.022234,7.001153,404.217727,411.241409,411.524915,0.283506,411.886131
67,vehicle1,977.164000,977.048000,58.562043,1,ok,25051,21851,1,0.306067,0.006072,0.000213,0.050546,11.519792,8.497031,0.000090,43.362794,11.330282,0.922499,331.473194,0.003428,7.563575,407.156228,414.723444,414.953879,0.230435,415.266018
68,vehicle1,977.390000,977.249000,59.429950,1,ok,24675,21981,1,0.235284,0.004880,0.000269,0.055327,10.854102,8.539567,0.000129,42.532337,11.874581,0.889821,324.511637,0.003126,7.822855,399.257501,407.083751,407.325595,0.241844,407.565759
69,vehicle1,977.556000,977.448000,60.263257,1,ok,24304,22074,1,0.316122,0.007396,0.000311,0.085222,10.681896,9.612769,0.000075,42.344489,13.209447,0.817264,333.053633,0.002686,7.107184,409.804795,416.914976,417.261490,0.346514,417.585008
70,vehicle1,977.754000,977.648000,61.110797,1,ok,24297,22253,1,0.229585,0.006750,0.000362,0.087902,11.927532,12.105226,0.000144,43.110773,13.087490,0.900194,302.193748,0.003513,7.596361,383.413009,391.013245,391.363832,0.350587,391.600167
71,vehicle1,977.954000,977.847000,61.916789,1,ok,24632,22610,1,0.412442,0.121375,0.000239,0.082667,10.024185,8.248464,0.000105,37.131620,10.043549,1.045968,289.219414,0.003420,6.974650,355.795972,362.774281,363.156220,0.381939,363.690037
72,vehicle1,978.154000,978.046000,62.784272,1,ok,25003,23061,1,0.231463,0.005140,0.000255,0.048886,7.663007,8.580162,0.000155,40.992245,10.481228,0.755933,296.176785,0.026410,7.128328,364.698401,371.853394,372.146424,0.293030,372.383027
73,vehicle1,978.354000,978.247000,63.599228,1,ok,25297,23352,1,0.306656,0.004428,0.000206,0.116196,6.201940,9.048560,0.000093,36.915111,9.682804,0.883220,283.222278,0.003039,8.305494,346.070202,354.378941,354.843019,0.464078,355.154103
74,vehicle1,978.551000,978.445000,64.461327,1,ok,25558,23574,1,0.248983,0.004324,0.000261,0.056107,7.765439,8.656939,0.000088,36.622767,8.475262,0.834059,296.153523,0.004346,6.834896,358.564184,365.403687,365.682080,0.278393,365.935387
75,vehicle1,978.753000,978.645000,65.363823,1,ok,25790,23736,1,0.314081,0.021410,0.000242,0.082254,9.236729,14.239672,0.000123,40.025530,10.784206,0.741060,312.123156,0.005702,8.314241,387.232730,395.552915,395.896664,0.343749,396.232155
76,vehicle1,978.955000,978.845000,66.192197,1,ok,25814,23705,1,0.255666,0.003892,0.000262,0.050704,8.588217,10.322479,0.000090,38.325156,9.637330,0.723285,299.780291,0.007136,7.559504,367.427552,374.994454,375.217938,0.223484,375.477496
77,vehicle1,979.173000,979.048000,67.084772,1,ok,25586,23415,1,0.322647,0.011628,0.000408,0.077833,11.722130,8.482146,0.000094,39.608350,10.115834,0.888012,315.933023,0.053609,8.288267,386.827422,395.169706,395.646382,0.476676,395.980657
78,vehicle1,979.356000,979.247000,67.881358,1,ok,25530,23285,1,0.299066,0.004700,0.000286,0.047928,10.178343,9.110267,0.000147,36.869537,9.265836,0.714756,286.540230,0.003970,6.511053,352.727044,359.242353,359.485068,0.242715,359.788834
79,vehicle1,979.558000,979.446000,68.739504,1,ok,25760,23434,1,0.354109,0.007603,0.000224,0.085761,6.364785,8.168258,0.000095,40.095636,11.387944,0.754963,300.786270,0.003908,6.600735,367.643712,374.248579,374.559708,0.311129,374.921420
80,vehicle1,979.753000,979.646000,69.626675,1,ok,26281,23767,1,0.272123,0.336277,0.000241,0.064540,7.556042,8.376219,0.000118,37.001840,10.378617,0.808658,296.561471,0.005991,6.799907,360.747505,367.553644,367.815969,0.262325,368.424369
81,vehicle1,979.953000,979.848000,70.541395,1,ok,26654,23917,1,0.326583,0.006785,0.000470,0.096960,9.219615,8.718322,0.000154,37.569005,11.259090,0.781420,312.430285,0.004187,6.519717,380.074851,386.599225,386.898375,0.299150,387.231743
82,vehicle1,980.154000,980.046000,71.418300,1,ok,27058,23910,1,0.278476,0.004557,0.000198,0.063155,8.843304,9.666319,0.000179,41.924301,10.913216,0.907538,336.833535,0.003957,6.792913,409.151547,415.948615,416.494973,0.546358,416.778006
83,vehicle1,980.354000,980.245000,72.261019,1,ok,27561,23957,1,0.475526,0.015282,0.000294,0.136290,10.126607,9.051758,0.000090,39.312334,12.223108,0.915116,321.654481,0.013336,9.607398,393.419784,403.040812,403.371769,0.330957,403.862577
84,vehicle1,980.556000,980.445000,73.126337,1,ok,28076,24071,1,0.411770,0.006523,0.000209,0.117647,9.275039,10.153784,0.000115,39.436361,9.577681,1.022376,331.659038,0.003517,7.191379,401.242041,408.437146,408.820490,0.383344,409.238783
85,vehicle1,980.794000,980.650000,74.044441,1,ok,28427,24164,1,0.402215,0.010758,0.000247,0.109094,10.963803,7.579024,0.000101,40.698950,11.517500,0.882122,359.084775,0.013071,8.483445,430.835369,439.332132,439.729335,0.397203,440.142308
86,vehicle1,980.991000,980.849000,74.905456,1,ok,28780,24214,1,0.366804,0.008145,0.000336,0.237972,11.386606,9.596395,0.000128,37.945700,12.676827,1.010088,335.892856,0.003664,6.877310,408.746572,415.627882,415.916473,0.288591,416.291422
87,vehicle1,981.192000,981.046000,75.758022,1,ok,29090,24278,1,0.320671,0.005593,0.000304,0.115755,12.828116,8.690645,0.000102,40.741181,13.698501,0.796110,370.822754,0.003576,8.016114,447.693164,455.713158,456.130174,0.417016,456.456438
88,vehicle1,981.396000,981.246000,76.585612,1,ok,29329,24327,1,0.329492,0.004773,0.000182,0.074991,11.741526,8.652470,0.000087,38.325369,10.906005,0.709057,355.227462,0.010941,7.467835,425.636967,433.115925,433.426829,0.310904,433.761094
89,vehicle1,981.617000,981.448000,77.442391,1,ok,29630,24448,1,0.339009,0.006611,0.000353,0.240816,12.319743,7.910978,0.000086,40.346762,11.297722,0.704151,360.450996,0.007064,7.307674,433.271254,440.586345,440.911398,0.325053,441.257018
90,vehicle1,981.819000,981.644000,78.234305,1,ok,29900,24594,1,0.364880,0.006258,0.000239,0.132771,15.729542,7.803892,0.000084,36.680449,11.514031,0.708532,358.912110,0.008402,6.975386,431.481411,438.465438,438.897237,0.431799,439.268375
91,vehicle1,982.025000,981.844000,79.048460,1,ok,30164,24841,1,0.295461,0.005551,0.000174,0.136566,16.875730,7.594879,0.000077,42.067917,14.926639,0.726085,368.299102,0.009758,9.320248,450.626995,459.957175,460.213949,0.256774,460.514961
92,vehicle1,982.226000,982.046000,79.847148,1,ok,30434,25157,1,0.405905,0.004886,0.000182,0.084551,14.584025,7.998335,0.000083,39.030488,12.159378,0.717741,368.729021,0.003343,6.967948,443.303622,450.275095,450.613488,0.338393,451.024279
93,vehicle1,982.431000,982.243000,80.647901,1,ok,30761,25424,1,0.989543,0.006494,0.000418,0.154365,13.189964,7.736205,0.000093,41.064869,13.815838,0.871170,366.627135,0.015108,8.017334,443.459639,451.492499,451.741834,0.249335,452.737871
94,vehicle1,982.588000,982.444000,81.440182,1,ok,31052,25643,1,0.499609,0.007398,0.000344,0.622319,14.040117,7.411113,0.000093,40.925472,12.702199,0.728519,358.194444,0.003163,7.175386,434.624276,441.803169,442.530810,0.727641,443.037817
95,vehicle1,982.837000,982.648000,82.300821,1,ok,31306,25820,1,0.504335,0.008302,0.000216,0.117560,16.042044,7.589105,0.000086,39.981303,12.960805,0.691725,378.267127,0.012229,7.147264,455.649755,462.809464,463.059366,0.249902,463.572003
96,vehicle1,983.035000,982.844000,83.102556,1,ok,31629,25769,1,0.431581,0.009539,0.000333,0.137469,19.508119,8.202873,0.000073,41.640783,12.927538,0.716167,377.793552,0.020737,6.612135,460.926574,467.559779,467.764404,0.204625,468.205524
97,vehicle1,983.236000,983.045000,83.905350,1,ok,31784,25522,1,0.512125,0.006292,0.000214,0.220242,16.894663,7.183480,0.000077,42.963799,14.906350,0.709329,382.936666,0.002872,6.857776,465.814606,472.675468,472.868168,0.192700,473.386585
98,vehicle1,983.438000,983.245000,84.718750,1,ok,31719,25105,1,0.456936,0.006868,0.000503,0.121565,17.884748,8.804181,0.000200,44.682102,13.856985,0.725995,376.843925,0.017092,7.540213,462.919701,470.477509,470.714572,0.237063,471.178376
99,vehicle1,983.622000,983.446000,85.526050,1,ok,31583,24679,1,0.299155,0.005365,0.000215,0.074582,15.938737,7.212332,0.000074,40.012276,14.106821,0.935742,386.436041,0.002874,8.462087,464.716605,473.181781,473.385361,0.203580,473.689881
100,vehicle1,983.838000,983.645000,86.349729,1,ok,31318,24196,1,0.406099,0.008025,0.000474,0.124422,14.256015,8.278881,0.000079,48.886076,13.744466,0.743609,382.594186,0.003508,7.564717,468.627734,476.196433,476.419092,0.222659,476.833216
101,vehicle1,984.038000,983.845000,87.187815,1,ok,31069,23796,1,0.267319,0.004237,0.000247,0.077524,18.807622,7.561334,0.000138,44.509342,14.548646,0.731702,395.192202,0.003701,6.988948,481.428510,488.421406,488.661580,0.240174,488.933136
102,vehicle1,984.216000,984.046000,87.995227,1,ok,30850,23470,1,0.187301,0.009416,0.000443,0.154016,14.495099,7.975143,0.000093,40.645384,14.006082,0.870055,369.984367,0.010342,7.667483,448.130239,455.808507,456.184555,0.376048,456.381272
103,vehicle1,984.426000,984.246000,88.801291,1,ok,30747,23128,1,0.212967,0.006751,0.000228,0.084385,20.212503,7.492115,0.000103,42.576570,18.026085,0.722504,353.885717,0.003054,6.968309,442.999982,449.971573,450.193729,0.222156,450.413447
104,vehicle1,984.597000,984.444000,89.628359,1,ok,30606,22724,1,0.146515,0.005236,0.000226,0.110921,16.070706,7.931788,0.000254,42.094216,14.435611,0.726187,368.526115,0.040207,8.424422,449.895798,458.360653,458.853279,0.492626,459.005030
105,vehicle1,984.789000,984.645000,90.421565,1,ok,30288,22210,1,0.230100,0.004857,0.000242,0.077653,15.506833,7.485115,0.000099,38.471948,15.671467,1.007046,324.556744,0.003214,7.359699,402.776905,410.140060,410.989734,0.849674,411.224691
106,vehicle1,984.957000,984.844000,91.206061,1,ok,29832,21708,1,0.110867,0.006881,0.000276,0.127860,16.650625,8.146440,0.000150,37.842452,13.461229,0.727783,312.874748,0.007039,6.796913,389.831287,396.635515,396.978762,0.343247,397.096510
