cycle_index,robot_namespace,ros_time_s,source_stamp_s,wall_elapsed_s,cycle_valid,status,input_point_count,filtered_point_count,fine_enabled,ros_to_pcl_ms,queue_wait_ms,task_setup_ms,preprocessing_ms,height_mapping_ms,bgk_mapping_ms,startup_hole_fill_ms,geometric_mapping_ms,step_mapping_ms,traversability_mapping_ms,fine_traversability_mapping_ms,viewpoint_update_ms,map_publication_ms,algorithm_total_ms,accounted_total_ms,cycle_wall_ms,unaccounted_ms,end_to_end_ms
377,vehicle1,1039.253000,1039.051000,317.900926,1,ok,25655,22418,1,0.106469,0.018679,0.000226,0.091063,15.120174,5.060523,0.000160,37.469155,14.584384,0.705896,565.606073,0.003772,6.872859,638.637428,645.514285,645.799852,0.285567,645.925000
378,vehicle1,1039.451000,1039.253000,318.714751,1,ok,25623,22445,1,0.233394,0.007230,0.000263,0.096004,10.317416,4.867282,0.000176,38.554519,13.046719,0.746128,535.775644,0.005597,7.844454,603.403888,611.254202,611.625250,0.371048,611.865874
379,vehicle1,1039.653000,1039.451000,319.572782,1,ok,25624,22428,1,0.131672,0.008578,0.000275,0.085439,9.492630,4.194813,0.000132,36.974257,13.301353,0.870799,551.817392,0.004197,7.789021,616.736815,624.530308,624.999365,0.469057,625.139615
380,vehicle1,1039.849000,1039.653000,320.411575,1,ok,25618,22409,1,0.106649,0.006750,0.000324,0.066448,10.160754,4.850719,0.000133,35.455627,14.495217,0.719910,519.331446,0.007284,7.706446,585.080254,592.794308,593.376516,0.582208,593.489915
381,vehicle1,1040.053000,1039.849000,321.296673,1,ok,25632,22422,1,0.186686,0.004249,0.000146,0.053358,8.236242,4.669238,0.000085,35.013827,11.665339,0.776262,517.774006,0.029709,7.138393,578.188357,585.356605,585.664913,0.308308,585.855848
382,vehicle1,1040.257000,1040.053000,322.149160,1,ok,25635,22421,1,0.098065,0.006530,0.000260,0.119494,9.581166,4.424474,0.000085,36.356958,14.273696,0.725584,538.318463,0.004969,6.157311,603.799920,609.962460,610.685538,0.723078,610.790133
383,vehicle1,1040.454000,1040.257000,323.000634,1,ok,25658,22433,1,0.107943,0.007078,0.000227,0.090882,9.946869,4.130972,0.000113,35.445453,13.003045,0.710194,552.244514,0.007346,8.850134,615.572042,624.429749,624.843501,0.413752,624.958522
384,vehicle1,1040.656000,1040.454000,323.833605,1,ok,25734,22525,1,0.084058,0.004148,0.000193,0.054527,10.550450,4.746444,0.000134,36.776226,13.770508,0.707672,593.674765,0.004759,8.289227,660.280726,668.574905,668.887895,0.312990,668.976101
385,vehicle1,1040.862000,1040.656000,324.694732,1,ok,25844,22700,1,0.132489,0.009680,0.000280,0.073351,12.364752,4.364587,0.000155,37.820415,14.076180,0.944829,610.620590,0.006331,7.672685,680.264859,687.944155,688.443620,0.499465,688.585789
386,vehicle1,1041.059000,1040.853000,325.530980,1,ok,25927,22916,1,0.160637,0.009859,0.000390,0.086103,14.363858,4.464272,0.000154,37.700988,14.314143,0.778487,603.247187,0.012070,6.346280,674.955192,681.313932,681.671870,0.357938,681.842366
387,vehicle1,1041.255000,1041.051000,326.346908,1,ok,25821,23016,1,0.132278,0.008375,0.000199,0.094262,14.301937,4.983534,0.000104,40.164451,14.717225,0.874296,592.277108,0.005710,7.640579,667.412917,675.059405,675.568980,0.509575,675.709633
388,vehicle1,1041.453000,1041.253000,327.152745,1,ok,25576,22973,1,0.135998,0.008823,0.000256,0.087292,11.847774,4.321693,0.000086,35.721438,15.001450,0.728060,582.583071,0.009216,6.316132,650.290864,656.616468,657.029636,0.413168,657.174457
389,vehicle1,1041.651000,1041.453000,327.974102,1,ok,25223,22736,1,0.119389,0.007624,0.000483,0.088039,11.838271,3.739094,0.000118,35.780579,13.755987,0.792031,559.868090,0.005032,7.276059,625.862209,633.143783,633.638945,0.495162,633.765958
390,vehicle1,1041.850000,1041.651000,328.769359,1,ok,25014,22617,1,0.217901,0.005735,0.000444,0.058137,10.379426,4.709883,0.000136,35.828979,11.426375,0.692701,541.780457,0.003793,7.199102,604.876094,612.079433,612.538839,0.459406,612.762475
391,vehicle1,1042.050000,1041.850000,329.574856,1,ok,24904,22521,1,0.121378,0.249440,0.000171,0.087656,15.813634,5.310403,0.000123,29.354905,14.323863,0.700429,496.912995,0.003615,7.609272,562.504008,570.117066,570.389114,0.272048,570.759932
392,vehicle1,1042.255000,1042.050000,330.403785,1,ok,24944,22557,1,0.091536,0.007959,0.000342,0.093312,7.790774,4.097523,0.000092,31.054932,11.217578,0.690459,510.018921,0.015718,7.378840,564.963591,572.358491,572.649077,0.290586,572.748572
393,vehicle1,1042.452000,1042.255000,331.240230,1,ok,25016,22610,1,0.207658,0.005548,0.000277,0.078368,12.496911,4.393790,0.000099,36.015443,11.337003,0.689656,504.648046,0.004407,7.448011,569.659316,577.112011,577.438963,0.326952,577.652169
394,vehicle1,1042.656000,1042.452000,332.116624,1,ok,25021,22594,1,0.260663,0.006295,0.000234,0.077738,12.782393,3.579799,0.000100,35.984852,14.905863,0.874413,544.655925,0.004275,6.265957,612.861083,619.131549,619.578834,0.447285,619.845792
395,vehicle1,1042.856000,1042.656000,332.967055,1,ok,25130,22668,1,0.096628,0.005356,0.000143,0.052055,10.508300,3.687211,0.000151,35.014490,14.122813,0.734373,548.877428,0.003739,6.251433,612.996821,619.252136,619.537693,0.285557,619.639677
396,vehicle1,1043.052000,1042.856000,333.804348,1,ok,25220,22732,1,0.133199,0.007383,0.000271,0.073197,11.134352,4.175294,0.000317,35.007686,11.359851,0.717345,515.063244,0.005085,6.457809,577.531286,583.994451,584.465055,0.470604,584.605637
397,vehicle1,1043.251000,1043.052000,334.704621,1,ok,25244,22780,1,0.211761,0.004017,0.000231,0.052041,13.909875,4.344508,0.000138,36.602156,14.461998,0.731540,574.948296,0.012084,8.336522,645.050552,653.399389,653.726790,0.327401,653.942568
398,vehicle1,1043.457000,1043.251000,335.546937,1,ok,25261,22829,1,0.095706,0.027854,0.000390,0.094182,13.345102,4.573308,0.000107,34.051679,14.697793,0.942535,554.496889,0.004003,7.288180,622.201595,629.494168,629.893910,0.399742,630.017470
399,vehicle1,1043.657000,1043.457000,336.434683,1,ok,25241,22865,1,0.153079,0.008029,0.000276,0.093419,22.671999,3.631150,0.000167,34.361612,15.215775,0.692971,590.886244,0.019151,8.538284,667.553337,676.111048,676.531972,0.420924,676.693080
400,vehicle1,1043.853000,1043.653000,337.223539,1,ok,25241,22859,1,0.245378,0.010239,0.000415,0.117672,10.989977,3.363824,0.000076,33.176674,12.255998,0.705994,563.185616,0.004593,8.328768,623.795831,632.129607,632.421725,0.292118,632.677342
401,vehicle1,1044.055000,1043.853000,338.058443,1,ok,25196,22849,1,0.254653,0.005335,0.000264,0.055022,15.653406,4.040601,0.000115,33.011963,13.147434,0.870771,566.512851,0.004089,7.216199,633.292163,640.512715,641.170763,0.658048,641.430751
402,vehicle1,1044.250000,1044.055000,338.864828,1,ok,25179,22853,1,0.113331,0.008474,0.000474,0.078739,9.146808,4.435096,0.000252,31.942345,13.047157,0.699290,557.722483,0.003846,7.144398,617.072170,624.220888,624.699995,0.479107,624.821800
403,vehicle1,1044.451000,1044.250000,339.732101,1,ok,25247,22904,1,0.159204,0.006213,0.000286,0.055588,9.170200,4.456721,0.000114,32.954971,13.220362,0.706684,562.188518,0.033279,6.185320,622.753158,628.972043,629.405548,0.433505,629.570965
404,vehicle1,1044.655000,1044.451000,340.547638,1,ok,25269,22917,1,0.130870,0.005983,0.000329,0.086109,9.411054,4.370624,0.000246,33.108355,17.859481,0.738351,554.302419,0.015413,8.140800,619.876639,628.033181,628.326799,0.293618,628.463652
405,vehicle1,1044.851000,1044.655000,341.332826,1,ok,25197,22862,1,0.206068,0.005834,0.000275,0.064436,8.083187,4.228879,0.000177,38.776232,11.502064,0.995111,531.727531,0.004732,7.713621,595.377617,603.096245,603.403491,0.307246,603.615393
406,vehicle1,1045.052000,1044.851000,342.181870,1,ok,25166,22886,1,0.085897,0.007088,0.000291,0.092559,13.663930,3.275071,0.000090,33.089059,16.128952,0.974813,520.275630,0.005564,7.465431,587.500104,594.971390,595.584458,0.613068,595.677443
407,vehicle1,1045.253000,1045.052000,343.061811,1,ok,25009,22830,1,0.212064,0.007676,0.000145,0.089519,16.354895,4.625286,0.000150,34.521992,15.260249,0.942417,572.362438,0.004009,7.153180,644.156946,651.314280,651.745164,0.430884,651.964904
408,vehicle1,1045.445000,1045.253000,343.861039,1,ok,24926,22793,1,0.222732,0.005934,0.000205,0.083525,10.163984,4.025057,0.000077,30.539553,14.992112,0.987647,500.116555,0.003464,7.247639,560.908510,568.159818,568.742626,0.582808,568.971292
409,vehicle1,1045.648000,1045.454000,344.713137,1,ok,24860,22738,1,0.213126,0.088286,0.000183,0.102424,13.150061,3.035848,0.000098,30.523165,14.181402,0.872745,515.226879,0.045088,6.971707,577.092622,584.109600,584.553859,0.444259,584.855271
410,vehicle1,1045.849000,1045.653000,345.552952,1,ok,24811,22742,1,0.214447,0.006025,0.000204,0.089305,12.721202,4.587928,0.000293,40.099234,10.837988,0.955903,504.563744,0.005031,9.726874,573.855597,583.587706,584.138554,0.550848,584.359026
411,vehicle1,1046.046000,1045.849000,346.399934,1,ok,24703,22759,1,0.097572,0.005529,0.000303,0.057448,12.006438,4.378293,0.000101,34.015181,14.659397,0.697608,495.536520,0.007803,8.045277,561.350986,569.404369,569.810878,0.406509,569.913979
412,vehicle1,1046.245000,1046.053000,347.206653,1,ok,24444,22674,1,0.165607,0.005412,0.000224,0.093685,10.840404,3.994168,0.000136,32.329363,11.964611,0.716233,474.054173,0.004086,6.995134,533.992773,540.992217,542.267307,1.275090,542.438326
413,vehicle1,1046.445000,1046.255000,348.064638,1,ok,24348,22651,1,0.175487,0.007996,0.000675,0.104197,11.970539,2.905525,0.000292,26.515909,12.927042,0.869775,482.220375,0.004066,8.301853,537.513654,545.820248,546.260905,0.440657,546.444388
414,vehicle1,1046.653000,1046.453000,348.957011,1,ok,24330,22683,1,0.084488,0.004942,0.000155,0.050169,9.406800,2.962674,0.000140,32.487990,14.778669,0.716258,518.668626,0.034789,6.344666,579.071326,585.450936,585.814861,0.363925,585.904291
415,vehicle1,1046.843000,1046.653000,349.765019,1,ok,24534,22869,1,0.087727,0.007197,0.000205,0.090906,11.239463,3.264357,0.000077,35.133631,12.405828,0.862889,488.448608,0.005087,7.506814,551.445759,558.957865,559.359530,0.401665,559.454454
416,vehicle1,1047.044000,1046.850000,350.588105,1,ok,24745,22978,1,0.102636,0.008743,0.000321,0.084166,9.178299,3.039483,0.000203,35.034578,11.436365,0.687298,476.256711,0.003980,6.197837,535.717103,541.919241,542.275597,0.356356,542.386976
417,vehicle1,1047.244000,1047.053000,351.444050,1,ok,24992,23167,1,0.072882,0.007203,0.000393,0.091470,9.470795,3.323207,0.000254,31.996949,11.061925,0.704433,501.391127,0.004129,7.610184,558.040160,565.654866,565.936022,0.281156,566.016107
418,vehicle1,1047.445000,1047.250000,352.300085,1,ok,24909,23087,1,0.228099,0.008501,0.000399,0.114472,13.352401,3.852869,0.000107,29.217383,13.060123,0.679628,452.527976,0.012082,7.018537,512.804959,519.835977,520.213405,0.377428,520.450005
419,vehicle1,1047.645000,1047.452000,353.170777,1,ok,24829,22967,1,0.105535,0.007222,0.000183,0.099796,9.777485,2.698140,0.000231,27.901406,14.167980,0.841502,466.006081,0.003559,6.769151,521.492621,528.265514,528.675234,0.409720,528.787991
420,vehicle1,1047.843000,1047.653000,354.052152,1,ok,24695,22868,1,0.085574,0.008971,0.000693,0.120610,10.039012,4.481058,0.000188,28.547990,13.680253,0.688747,469.077543,0.013102,7.502744,526.635401,534.151940,534.555255,0.403315,534.649800
421,vehicle1,1048.046000,1047.849000,354.928582,1,ok,24434,22676,1,0.069753,0.009918,0.000319,0.108449,10.821019,3.478020,0.000471,32.126642,13.015171,0.915129,447.297855,0.004107,9.509393,507.762756,517.276575,517.743921,0.467346,517.823592
422,vehicle1,1048.247000,1048.053000,355.769892,1,ok,24225,22553,1,0.218933,0.008782,0.000314,0.072548,9.171878,3.455414,0.000085,29.077741,14.965944,0.945441,477.851318,0.003524,7.622602,535.540369,543.166809,543.725633,0.558824,543.953348
423,vehicle1,1048.444000,1048.256000,356.602870,1,ok,24180,22489,1,0.185512,0.005780,0.000118,0.051840,11.924136,2.419112,0.000082,31.040222,16.205762,0.709772,454.978138,0.009612,8.573105,517.329064,525.911899,526.340751,0.428852,526.532043
424,vehicle1,1048.643000,1048.453000,357.434450,1,ok,24220,22535,1,0.212115,0.007370,0.000222,0.065705,8.131833,4.103649,0.000118,28.958994,11.557528,0.711793,461.858130,0.005341,7.760276,515.387750,523.153589,523.426860,0.273271,523.646345
425,vehicle1,1048.845000,1048.655000,358.297971,1,ok,24334,22573,1,0.199310,0.005441,0.000266,0.055229,8.215629,3.030545,0.000093,25.198015,13.066468,0.870264,465.283964,0.016072,8.643344,515.720207,524.379889,525.006138,0.626249,525.210889
426,vehicle1,1049.045000,1048.854000,359.139457,1,ok,24429,22560,1,0.203768,0.006369,0.000357,0.083744,10.273379,2.427826,0.000105,25.568569,12.641778,0.709478,451.655144,0.003708,7.648446,503.360023,511.012534,511.493671,0.481137,511.703808
427,vehicle1,1049.246000,1049.052000,360.008065,1,ok,24311,22405,1,0.158143,0.007452,0.000426,0.081812,18.097712,2.446897,0.000076,32.587492,14.892506,0.696673,481.758594,0.004772,6.882125,550.561762,557.449085,558.028803,0.579718,558.194398
428,vehicle1,1049.430000,1049.256000,360.809754,1,ok,23682,21843,1,0.207003,0.005331,0.000284,0.050919,9.755885,2.282585,0.000101,27.604640,12.334887,0.716636,442.654069,0.003188,7.676533,495.399722,503.079727,503.464866,0.385139,503.677200
429,vehicle1,1049.644000,1049.453000,361.692762,1,ok,23314,21519,1,0.103734,0.010853,0.000485,0.084913,8.603509,2.939750,0.000078,28.712201,12.005788,0.932266,444.724727,0.005018,8.086680,498.003232,506.095415,506.574873,0.479458,506.689460
430,vehicle1,1049.845000,1049.654000,362.550656,1,ok,23318,21433,1,0.108660,0.006142,0.000213,0.080884,9.368026,2.403650,0.000257,27.223597,11.997231,1.009614,453.156789,0.017488,8.293981,505.240048,513.551730,513.931911,0.380181,514.046713
431,vehicle1,1050.044000,1049.852000,363.384383,1,ok,23291,21261,1,0.242220,0.009575,0.000431,0.109000,15.774685,2.585974,0.000103,29.195768,13.265472,0.855963,436.897776,0.003840,8.976376,498.684741,507.665388,508.011000,0.345612,508.262795
432,vehicle1,1050.245000,1050.052000,364.233870,1,ok,23395,21126,1,0.106448,0.108203,0.000202,0.071150,10.537427,3.376790,0.000090,29.779860,18.295712,1.012900,450.322485,0.005086,7.750905,513.396414,521.152607,521.482105,0.329498,521.696756
433,vehicle1,1050.444000,1050.252000,365.039326,1,ok,23420,20972,1,0.091233,0.007203,0.000392,0.091001,8.306285,2.149586,0.000039,28.262270,11.610912,1.116217,408.411539,0.003179,6.516007,459.947849,466.467427,467.009218,0.541791,467.107654
434,vehicle1,1050.645000,1050.453000,365.867302,1,ok,23378,20712,1,0.310600,0.007079,0.000245,0.084157,9.190701,2.184427,0.000091,27.008407,13.135929,0.740081,405.992250,0.009906,9.615456,458.336043,467.961650,468.434241,0.472591,468.751920
435,vehicle1,1050.835000,1050.649000,366.699328,1,ok,23349,20565,1,0.112827,0.015296,0.000167,0.082805,7.349724,2.229659,0.000127,25.987420,11.279343,0.683166,409.413231,0.003783,7.209159,457.025475,464.238584,464.648350,0.409766,464.776473
436,vehicle1,1051.045000,1050.854000,367.560484,1,ok,23365,20450,1,0.222779,0.009485,0.000364,0.083999,10.965563,2.268236,0.000099,28.663168,13.000261,0.763403,407.785107,0.011780,7.551908,463.529836,471.093888,471.388844,0.294956,471.621108
437,vehicle1,1051.216000,1051.051000,368.333526,1,ok,23252,20222,1,0.082210,0.006951,0.000461,0.080433,7.897015,2.204221,0.000184,33.291410,10.954427,0.748972,382.398097,0.003493,11.935177,437.574759,449.513890,450.036170,0.522280,450.125331
438,vehicle1,1051.377000,1051.255000,369.159250,1,ok,23228,19981,1,0.170634,0.006658,0.000285,0.088218,8.691438,2.643026,0.000268,26.761544,11.164882,1.008739,357.156044,0.007027,7.533807,407.514159,415.055278,415.459626,0.404348,415.636918
439,vehicle1,1051.592000,1051.451000,370.050861,1,ok,23516,19967,1,0.170863,0.007867,0.000188,0.092708,9.310382,2.826403,0.000144,25.712204,14.309282,0.902052,390.949783,0.003344,7.875638,444.102958,451.982128,452.367033,0.384905,452.545763
440,vehicle1,1051.803000,1051.655000,370.921995,1,ok,24094,20167,1,0.140527,0.005605,0.000289,0.098420,11.698544,3.028159,0.000107,32.880347,15.455474,0.768352,401.151875,0.028870,7.526221,465.081278,472.636658,472.980205,0.343547,473.126337
441,vehicle1,1052.044000,1051.853000,371.827430,1,ok,24731,20457,1,0.218844,0.005240,0.000175,0.074970,10.836908,5.433838,0.000111,33.906396,14.853226,0.739998,419.276658,0.003921,7.161348,485.122105,492.287549,492.946407,0.658858,493.170491
442,vehicle1,1052.242000,1052.053000,372.731368,1,ok,25393,20852,1,0.127890,0.003746,0.000202,0.065325,13.227656,2.357627,0.000129,34.466490,14.009646,0.703618,473.157870,0.045464,7.778934,537.988361,545.812961,546.962648,1.149687,547.094284
443,vehicle1,1052.445000,1052.251000,373.626177,1,ok,26035,21286,1,0.230897,0.005615,0.000208,0.071082,11.824183,2.013799,0.000104,33.445963,15.571581,0.721686,479.039151,0.006286,7.590170,542.687549,550.284213,550.868374,0.584161,551.104886
444,vehicle1,1052.652000,1052.453000,374.489515,1,ok,26707,21713,1,0.129172,0.007128,0.000332,0.113657,11.955992,2.826319,0.000133,38.572042,20.298487,0.882104,509.214534,0.003494,6.722202,583.863268,590.589296,591.200429,0.611133,591.336729
445,vehicle1,1052.852000,1052.652000,375.349052,1,ok,27468,22072,1,0.205986,0.007339,0.000207,0.132735,16.729976,2.796233,0.000121,37.815761,18.210415,0.702472,530.379363,0.003549,8.453941,606.767076,615.224773,615.846038,0.621265,616.059363
446,vehicle1,1053.052000,1052.852000,376.206191,1,ok,28717,22770,1,0.357832,0.007220,0.000212,0.154075,19.889838,1.973932,0.000101,43.574634,18.986224,0.872161,526.889573,0.016977,6.390554,612.340538,618.748281,619.313078,0.564797,619.678130
447,vehicle1,1053.252000,1053.052000,377.035084,1,ok,29863,23364,1,0.126402,0.005763,0.000177,0.098546,15.628160,2.495720,0.000098,35.696658,18.436946,0.873432,552.583741,0.014252,6.870064,625.813301,632.697794,633.618976,0.921182,633.751141
448,vehicle1,1053.454000,1053.252000,377.931774,1,ok,30691,23741,1,0.147188,0.008700,0.000234,0.125177,26.843997,1.809497,0.000108,41.957432,23.029177,0.753471,570.680794,0.004959,6.578799,665.199653,671.783645,673.384395,1.600750,673.540283
449,vehicle1,1053.657000,1053.454000,378.727187,1,ok,31178,23832,1,0.104129,0.006367,0.000297,0.133461,12.760097,2.114042,0.000082,34.997084,17.779919,0.694309,550.043637,0.003660,6.574971,618.522631,625.101559,625.653958,0.552399,625.764454
450,vehicle1,1053.859000,1053.657000,379.646318,1,ok,31729,24319,1,0.259185,0.007496,0.000285,0.136840,28.844422,1.872806,0.000097,41.273628,20.415345,0.693670,602.001635,0.004111,7.132470,695.238443,702.375309,702.752232,0.376923,703.018913
451,vehicle1,1054.063000,1053.852000,380.502173,1,ok,32176,24498,1,0.165784,0.016482,0.000259,0.201490,24.001159,2.322887,0.000147,48.415868,23.178204,0.921566,638.583739,0.005946,7.911211,737.625060,745.542476,745.999983,0.457507,746.182249
452,vehicle1,1054.261000,1054.056000,381.337405,1,ok,32258,24384,1,0.252464,0.007535,0.000216,0.107822,19.786122,2.319546,0.000082,39.572024,18.779913,0.738079,641.062772,0.011617,7.843158,722.366360,730.221351,730.584689,0.363338,730.844688
453,vehicle1,1054.452000,1054.253000,382.123103,1,ok,32269,24403,1,0.179735,0.005772,0.000308,0.130932,15.565572,2.095697,0.000073,37.391262,19.202382,1.093585,596.271681,0.005756,7.273422,671.751184,679.030670,679.816141,0.785471,680.001648
454,vehicle1,1054.663000,1054.452000,382.985054,1,ok,32222,24344,1,0.290168,0.822128,0.000451,0.119099,12.322239,2.412729,0.000112,38.918566,20.047774,0.696391,601.013984,0.006680,6.673427,675.530894,682.211452,682.528318,0.316866,683.640614
455,vehicle1,1054.852000,1054.653000,383.818534,1,ok,32236,24183,1,0.339942,0.007016,0.000198,0.079037,11.250128,2.051211,0.000091,36.536399,16.977850,0.723051,624.722505,0.020009,6.583087,692.340272,698.943566,699.250188,0.306622,699.597146
456,vehicle1,1055.052000,1054.852000,384.636036,1,ok,32520,24290,1,0.173097,0.008068,0.000525,0.157689,25.729199,2.144893,0.000090,35.130902,18.260387,0.722047,571.969823,0.004889,6.378289,654.115030,660.498733,660.810709,0.311976,660.991874
457,vehicle1,1055.265000,1055.052000,385.535468,1,ok,32826,24291,1,0.141483,0.006986,0.000301,0.140735,19.381262,2.295747,0.000163,38.876545,20.646480,0.952588,638.228088,0.026785,8.438027,720.521608,728.986721,729.458247,0.471526,729.606716
458,vehicle1,1055.458000,1055.256000,386.343226,1,ok,33093,24114,1,0.233474,0.006474,0.000249,0.137929,17.641083,2.397443,0.000091,38.450307,16.504701,0.711105,595.544934,0.003685,6.980642,671.387593,678.372169,678.677671,0.305502,678.917619
459,vehicle1,1055.663000,1055.452000,387.169032,1,ok,33156,23993,1,0.127848,0.005025,0.000356,0.086750,15.605169,1.800077,0.000099,37.689428,18.448292,1.099239,607.768323,0.004949,6.386931,682.497377,688.889613,690.790603,1.900990,690.923476
460,vehicle1,1055.852000,1055.652000,387.954479,1,ok,33144,23945,1,0.114620,0.007293,0.000331,0.139758,13.955043,2.499135,0.000168,34.890058,16.985071,0.696806,579.084973,0.005015,7.354501,648.251012,655.610859,656.021900,0.411041,656.143813
461,vehicle1,1056.051000,1055.852000,388.808054,1,ok,33103,23975,1,0.146478,0.007384,0.000308,0.143925,19.733022,2.565341,0.000124,42.006167,21.794583,0.894008,589.753111,0.006342,8.271041,676.890281,685.167972,685.908868,0.740896,686.062730
462,vehicle1,1056.251000,1056.051000,389.653822,1,ok,32919,23920,1,0.336813,0.007885,0.000338,0.120556,20.663363,2.405736,0.000117,37.672465,20.191888,0.892942,579.705977,0.040843,6.641499,661.653044,668.335724,668.754239,0.418515,669.098937
463,vehicle1,1056.457000,1056.251000,390.525799,1,ok,32651,23748,1,0.200932,0.005323,0.000304,0.089461,19.539076,2.668739,0.000111,43.769736,19.592461,0.711163,586.113942,0.017790,7.897678,672.484689,680.400461,680.919421,0.518960,681.125676
464,vehicle1,1056.652000,1056.452000,391.318342,1,ok,32354,23685,1,0.158667,0.007964,0.000412,0.156717,17.073384,2.035320,0.000112,40.245692,21.034845,0.800635,554.860722,0.005840,7.184134,636.207427,643.397813,643.768767,0.370954,643.935398
465,vehicle1,1056.853000,1056.652000,392.188358,1,ok,31679,23485,1,0.136062,0.005025,0.000345,0.123594,16.219430,2.297630,0.000113,38.165840,20.570939,0.959431,561.886948,0.003925,6.781119,640.223925,647.009314,647.444055,0.434741,647.585142
466,vehicle1,1057.050000,1056.853000,392.998758,1,ok,31217,23353,1,0.153944,1.563573,0.000384,0.117743,16.507386,3.098655,0.000108,39.338479,16.696592,0.737201,538.188340,0.004092,6.251383,614.684504,620.940363,621.502711,0.562348,623.220228
467,vehicle1,1057.253000,1057.050000,393.849809,1,ok,30929,23369,1,0.097675,0.016700,0.000378,0.111914,22.096773,2.908341,0.000083,39.987970,16.144676,0.736227,540.766682,0.004592,7.141764,622.752666,629.899400,630.177919,0.278519,630.292294
468,vehicle1,1057.455000,1057.253000,394.648485,1,ok,30870,23489,1,0.205883,0.008263,0.000436,0.118885,14.429446,2.367904,0.000143,36.780539,14.909101,0.725705,541.234917,0.012629,8.520009,610.566640,619.099714,619.389991,0.290277,619.604137
469,vehicle1,1057.650000,1057.455000,395.483948,1,ok,30637,23490,1,0.163105,0.007050,0.000278,0.111164,12.800648,2.984133,0.000109,38.284377,16.932701,0.698124,539.697820,0.004145,7.333661,611.509076,618.847160,619.357905,0.510745,619.528060
470,vehicle1,1057.852000,1057.650000,396.327140,1,ok,30559,23624,1,0.196951,0.008102,0.000367,0.151193,9.817781,2.358732,0.000289,36.436540,22.272154,1.098829,530.826955,0.005896,7.244128,602.962473,610.212864,610.628088,0.415224,610.833141
471,vehicle1,1058.059000,1057.852000,397.127016,1,ok,30471,23709,1,0.108253,0.006273,0.000308,0.080748,10.112850,2.279192,0.000098,39.807998,16.109392,0.788997,506.468535,0.007188,6.972496,575.647810,582.627802,582.884437,0.256635,582.998963
472,vehicle1,1058.254000,1058.059000,397.937061,1,ok,30392,23780,1,0.320874,0.008206,0.000242,0.118588,12.402855,2.956060,0.000130,35.873449,14.179621,0.872403,518.288983,0.003579,9.199330,584.692089,593.895240,594.591157,0.695917,594.920237
473,vehicle1,1058.454000,1058.254000,398.774073,1,ok,30292,23787,1,0.115620,0.006952,0.000354,0.079094,14.407602,2.330632,0.000362,43.246838,20.616612,0.755033,518.167455,0.002415,9.233440,599.603628,608.839837,609.172757,0.332920,609.295329
474,vehicle1,1058.653000,1058.454000,399.626928,1,ok,30268,23948,1,0.223396,0.008665,0.000292,0.114338,14.602711,3.753858,0.000085,34.540254,18.051961,0.975769,518.204184,0.089555,9.556030,590.243160,599.889037,600.570746,0.681709,600.802807
475,vehicle1,1058.852000,1058.653000,400.498439,1,ok,30303,24247,1,0.283328,0.005958,0.000321,0.074555,14.804829,10.241742,0.000117,35.896792,16.597016,0.841437,533.785309,0.003916,6.973153,612.241797,619.219187,619.669678,0.450491,619.958964
476,vehicle1,1059.053000,1058.852000,401.348978,1,ok,30395,24618,1,0.218281,0.008012,0.000272,0.086327,15.684604,3.443883,0.000178,39.769726,17.503262,0.716990,541.118927,0.004071,7.105966,618.323897,625.434206,625.669638,0.235432,625.895931
477,vehicle1,1059.252000,1059.053000,402.178675,1,ok,30467,24909,1,0.197315,0.006918,0.000337,0.119944,12.632825,3.129723,0.000090,38.521459,13.733699,0.867075,541.570318,0.022389,7.484720,610.575133,618.082579,618.476218,0.393639,618.680451
478,vehicle1,1059.453000,1059.252000,402.995655,1,ok,30421,25088,1,0.259895,0.008333,0.000383,0.149254,12.878333,3.239134,0.000074,34.396463,15.952857,0.747405,530.026883,0.036786,10.551714,597.390403,607.979286,608.345324,0.366038,608.613552
479,vehicle1,1059.653000,1059.453000,403.827368,1,ok,30418,25303,1,0.232947,0.039674,0.000280,0.112667,14.523223,3.226857,0.000111,37.827550,13.868336,0.756451,537.909384,0.012373,7.214085,608.224579,615.451317,615.796730,0.345413,616.069351
480,vehicle1,1059.854000,1059.653000,404.647703,1,ok,30444,25626,1,0.139875,0.004434,0.000223,0.074858,16.645412,2.723383,0.000077,34.388663,16.468375,1.008028,527.072924,0.003752,7.125804,598.381720,605.511499,605.871086,0.359587,606.015395
481,vehicle1,1060.045000,1059.854000,405.506734,1,ok,30509,25927,1,0.154643,0.007946,0.000427,0.095186,17.631062,3.763217,0.000092,36.071712,18.957874,0.854261,512.837044,0.004289,7.570111,590.210448,597.785275,598.127033,0.341758,598.289622
482,vehicle1,1060.254000,1060.053000,406.402732,1,ok,30566,26194,1,0.251548,5.650172,0.000404,0.122443,16.295644,3.732996,0.000105,34.343025,15.852803,0.848776,535.806425,0.003877,7.632788,607.002217,614.639286,615.235313,0.596027,621.137033
483,vehicle1,1060.454000,1060.254000,407.228808,1,ok,30762,26395,1,0.157779,0.007517,0.000313,0.136282,20.710405,3.163833,0.000147,34.497288,16.055736,0.919708,504.504916,0.014057,8.543553,579.988315,588.546238,589.665105,1.118867,589.830401
