record_type,stamp_sec,cycle,vehicle_id,vehicle,cell_x,cell_y,slope,roughness,step,coarse_cost,n_points,interpolated,pose_status,status,roll_deg,pitch_deg,contact_points,stable,final_cost,success_count,collision_count,failure_count,skipped_cells
cell,8.202,26,1,wheeled car,10.75,8.25,0.49279806,0.000820106652,nan,nan,0,0,2,success,17.7622473,-2.43032493,7,1,0.336542875,,,,
cell,8.202,26,2,tracked car,10.75,8.25,0.49279806,0.000820106652,nan,nan,0,0,1,collision,0,0,10,0,1,,,,
cell,8.202,26,1,wheeled car,10.75,6.75,0.433144629,0.000454265333,nan,nan,0,0,2,success,15.5872772,0.793253121,8,1,0.273008853,,,,
cell,8.202,26,2,tracked car,10.75,6.75,0.433144629,0.000454265333,nan,nan,0,0,1,collision,0,0,13,0,1,,,,
cell,8.202,26,1,wheeled car,10.75,-2.25,0.887419105,0.776010931,2.12731981,1,156,0,1,collision,0,0,4,0,1,,,,
cell,8.202,26,2,tracked car,10.75,-2.25,0.887419105,0.776010931,2.12731981,1,156,0,0,failure_keep_coarse,-28.5971137,4.32109951,4,0,1,,,,
cell,8.202,26,1,wheeled car,10.75,-2.75,1.01722527,0.699416518,2.12731981,1,598,0,1,collision,0,0,5,0,1,,,,
cell,8.202,26,2,tracked car,10.75,-2.75,1.01722527,0.699416518,2.12731981,1,598,0,2,success,-0.0162275975,-1.94490191,9,1,0.0326854922,,,,
cell,8.202,26,1,wheeled car,10.25,8.25,0.482453912,0.000654924079,0.613580585,0.365563154,0,1,2,success,20.4399268,-0.768249657,13,1,0.35346961,,,,
cell,8.202,26,2,tracked car,10.25,8.25,0.482453912,0.000654924079,0.613580585,0.365563154,0,1,1,collision,0,0,10,0,1,,,,
cell,8.202,26,1,wheeled car,10.25,6.75,0.428102314,0.000580393826,0.532566309,0.320416331,0,1,2,success,15.4419152,-0.156239741,9,1,0.259969234,,,,
cell,8.202,26,2,tracked car,10.25,6.75,0.428102314,0.000580393826,0.532566309,0.320416331,0,1,1,collision,0,0,13,0,1,,,,
cell,8.202,26,1,wheeled car,10.25,-2.25,0.819705009,0.642886758,1.12053657,1,0,1,1,collision,0,0,1,0,1,,,,
cell,8.202,26,2,tracked car,10.25,-2.25,0.819705009,0.642886758,1.12053657,1,0,1,1,collision,0,0,5,0,1,,,,
cell,8.202,26,1,wheeled car,9.75,8.25,0.478155345,0.000374459574,0.601136684,0.359888822,0,1,2,success,19.2971476,-1.68486198,10,1,0.349700153,,,,
cell,8.202,26,2,tracked car,9.75,8.25,0.478155345,0.000374459574,0.601136684,0.359888822,0,1,1,collision,0,0,11,0,1,,,,
cell,8.202,26,1,wheeled car,9.75,7.25,0.301401496,0.420649588,0.522874773,0.414975286,26,0,0,failure_keep_coarse,17.0678874,-4.54982452,3,0,0.414975286,,,,
cell,8.202,26,2,tracked car,9.75,7.25,0.301401496,0.420649588,0.522874773,0.414975286,26,0,1,collision,0,0,26,0,1,,,,
cell,8.202,26,1,wheeled car,9.75,6.75,0.430712014,0.186813459,0.522874773,0.38013342,0,1,2,success,14.8959727,-0.732281852,9,1,0.260470897,,,,
cell,8.202,26,2,tracked car,9.75,6.75,0.430712014,0.186813459,0.522874773,0.38013342,0,1,2,success,27.7640514,-5.43493867,6,1,0.553316474,,,,
cell,8.202,26,1,wheeled car,9.25,8.75,0.391654134,0.389405936,0.0192242861,0.266761452,0,1,2,success,17.5963892,-7.35850855,3,1,0.415914953,,,,
cell,8.202,26,2,tracked car,9.25,8.75,0.391654134,0.389405936,0.0192242861,0.266761452,0,1,2,success,26.1958447,-10.6896385,4,1,0.614758074,,,,
cell,8.202,26,1,wheeled car,9.25,8.25,0.462189227,0.24031201,nan,nan,0,0,2,success,19.2094999,-0.917531068,10,1,0.33545053,,,,
cell,8.202,26,2,tracked car,9.25,8.25,0.462189227,0.24031201,nan,nan,0,0,2,success,23.5581624,-5.78871163,6,1,0.489114553,,,,
cell,8.202,26,1,wheeled car,9.25,7.25,0.377095848,0.323076874,1.01221859,1,0,1,0,failure_keep_coarse,18.737798,-7.83271329,2,0,1,,,,
cell,8.202,26,2,tracked car,9.25,7.25,0.377095848,0.323076874,1.01221859,1,0,1,2,success,27.2538304,-9.78910489,5,1,0.617382228,,,,
cell,8.202,26,1,wheeled car,9.25,6.75,0.382648408,0.32714197,1.01221859,1,0,1,2,success,16.9306314,0.458600427,9,1,0.289820522,,,,
cell,8.202,26,2,tracked car,9.25,6.75,0.382648408,0.32714197,1.01221859,1,0,1,2,success,20.3353288,-4.3499121,7,1,0.411420673,,,,
cell,8.202,26,1,wheeled car,8.75,10.75,0.455542594,1.03201628,0.0146055222,1,26,0,1,collision,0,0,6,0,1,,,,
cell,8.202,26,2,tracked car,8.75,10.75,0.455542594,1.03201628,0.0146055222,1,26,0,2,success,-1.2726607,0.917486279,15,1,0.0365024507,,,,
cell,8.202,26,1,wheeled car,8.75,10.25,0.571465492,0.427347183,nan,nan,0,0,1,collision,0,0,1,0,1,,,,
cell,8.202,26,2,tracked car,8.75,10.25,0.571465492,0.427347183,nan,nan,0,0,2,success,35.990294,-17.3220011,5,1,0.788700044,,,,
cell,8.202,26,1,wheeled car,8.75,8.75,0.451287955,0.247459769,nan,nan,0,0,2,success,19.9233872,-10.1664279,6,1,0.501496911,,,,
cell,8.202,26,2,tracked car,8.75,8.75,0.451287955,0.247459769,nan,nan,0,0,2,success,27.2585989,-12.0703624,5,1,0.655482709,,,,
cell,8.202,26,1,wheeled car,8.75,8.25,0.39242965,0.390835166,0.00536076725,0.262875199,0,1,2,success,20.0540086,-0.822532267,9,1,0.347942352,,,,
cell,8.202,26,2,tracked car,8.75,8.25,0.39242965,0.390835166,0.00536076725,0.262875199,0,1,2,success,16.4806676,-12.0295043,5,1,0.475169539,,,,
cell,8.202,26,1,wheeled car,8.75,7.25,0.414025635,0.207224518,0.511752427,0.377667516,0,1,2,success,17.4296129,-7.91898479,5,1,0.422476619,,,,
cell,8.202,26,2,tracked car,8.75,7.25,0.414025635,0.207224518,0.511752427,0.377667516,0,1,2,success,28.0271502,-11.7856025,6,1,0.663545907,,,,
cell,8.202,26,1,wheeled car,8.25,11.25,0.316745549,1.31771302,0.0161105394,1,137,0,1,collision,0,0,3,0,1,,,,
cell,8.202,26,2,tracked car,8.25,11.25,0.316745549,1.31771302,0.0161105394,1,137,0,2,success,-1.11309064,2.00119183,14,1,0.0519047081,,,,
cell,8.202,26,1,wheeled car,8.25,10.75,0.589878142,0.948840916,1.44647861,1,0,1,1,collision,0,0,7,0,1,,,,
cell,8.202,26,2,tracked car,8.25,10.75,0.589878142,0.948840916,1.44647861,1,0,1,1,collision,0,0,6,0,1,,,,
cell,8.202,26,1,wheeled car,8.25,10.25,0.525462508,1.04394138,1.44647861,1,0,1,2,success,23.4096927,-0.448527441,10,1,0.39763701,,,,
cell,8.202,26,2,tracked car,8.25,10.25,0.525462508,1.04394138,1.44647861,1,0,1,2,success,21.0329766,-12.1803081,5,1,0.553554773,,,,
cell,8.202,26,1,wheeled car,8.25,9.25,0.337699592,0.644346535,0.578445911,0.520164013,52,0,2,success,14.399661,-13.2137198,4,1,0.460223019,,,,
cell,8.202,26,2,tracked car,8.25,9.25,0.337699592,0.644346535,0.578445911,0.520164013,52,0,2,success,-0.69577973,1.16486352,14,1,0.0310107209,,,,
cell,8.202,26,1,wheeled car,8.25,8.75,0.477055997,0.255123258,0.587270141,0.439816475,0,1,1,collision,0,0,11,0,1,,,,
cell,8.202,26,2,tracked car,8.25,8.75,0.477055997,0.255123258,0.587270141,0.439816475,0,1,2,success,29.9076258,-14.4447378,4,1,0.739206076,,,,
cell,8.202,26,1,wheeled car,8.25,7.75,0.311300248,0.226436809,0.641581416,0.393106192,49,0,2,success,16.3848642,-14.3860713,6,1,0.512848914,,,,
cell,8.202,26,2,tracked car,8.25,7.75,0.311300248,0.226436809,0.641581416,0.393106192,49,0,2,success,15.7967751,-7.53658207,6,1,0.388889283,,,,
cell,8.202,26,1,wheeled car,8.25,7.25,0.371631682,0.146039486,0.641581416,0.386417538,0,1,1,collision,0,0,10,0,1,,,,
cell,8.202,26,2,tracked car,8.25,7.25,0.371631682,0.146039486,0.641581416,0.386417538,0,1,2,success,13.7406976,-11.4904759,5,1,0.420519561,,,,
cell,8.202,26,1,wheeled car,8.25,5.75,0.304424196,0.117475852,nan,nan,0,0,2,success,13.5059137,1.90537797,7,1,0.256854862,,,,
cell,8.202,26,2,tracked car,8.25,5.75,0.304424196,0.117475852,nan,nan,0,0,2,success,10.7506367,-5.13358479,6,1,0.26473701,,,,
cell,8.202,26,1,wheeled car,7.75,11.75,0.373478979,1.1469692,0.0343880057,1,78,0,2,success,14.2877242,-13.5583742,4,1,0.464101642,,,,
cell,8.202,26,2,tracked car,7.75,11.75,0.373478979,1.1469692,0.0343880057,1,78,0,2,success,12.5765512,-6.46244898,5,1,0.317316681,,,,
cell,8.202,26,1,wheeled car,7.75,11.25,0.587086499,0.956541181,1.45921302,1,0,1,2,success,23.6750751,-23.8458648,4,1,0.792015672,,,,
cell,8.202,26,2,tracked car,7.75,11.25,0.587086499,0.956541181,1.45921302,1,0,1,1,collision,0,0,5,0,1,,,,
cell,8.202,26,1,wheeled car,7.75,10.75,0.584327519,1.13222146,1.45921302,1,0,1,1,collision,0,0,4,0,1,,,,
cell,8.202,26,2,tracked car,7.75,10.75,0.584327519,1.13222146,1.45921302,1,0,1,1,collision,0,0,12,0,1,,,,
cell,8.202,26,1,wheeled car,7.75,10.25,0.317297399,1.29466462,0.00575780869,1,78,0,2,success,24.6813736,-1.34754103,9,1,0.433815241,,,,
cell,8.202,26,2,tracked car,7.75,10.25,0.317297399,1.29466462,0.00575780869,1,78,0,1,collision,0,0,4,0,1,,,,
cell,8.202,26,1,wheeled car,7.75,9.25,0.472710639,0.617187679,1.16276848,1,0,1,2,success,19.8090362,-10.9977306,5,1,0.513446093,,,,
cell,8.202,26,2,tracked car,7.75,9.25,0.472710639,0.617187679,1.16276848,1,0,1,2,success,30.8051108,-14.535961,5,1,0.742265999,,,,
cell,8.202,26,1,wheeled car,7.75,8.75,0.416849166,0.713763297,1.1599654,1,0,1,2,success,19.1870003,-0.652051945,10,1,0.330650866,,,,
cell,8.202,26,2,tracked car,7.75,8.75,0.416849166,0.713763297,1.1599654,1,0,1,1,collision,0,0,6,0,1,,,,
cell,8.202,26,1,wheeled car,7.75,7.75,0.370638639,0.153348029,0.633692265,0.385892957,0,1,2,success,17.3733453,-7.95997277,5,1,0.422221959,,,,
cell,8.202,26,2,tracked car,7.75,7.75,0.370638639,0.153348029,0.633692265,0.385892957,0,1,2,success,24.5630904,-12.2822543,6,1,0.614089072,,,,
cell,8.202,26,1,wheeled car,7.75,7.25,0.300772846,0.245757639,0.633692265,0.393407583,26,0,2,success,16.3482614,2.27577356,8,1,0.310400575,,,,
cell,8.202,26,2,tracked car,7.75,7.25,0.300772846,0.245757639,0.633692265,0.393407583,26,0,2,success,15.1036623,-8.17720694,5,1,0.388014495,,,,
cell,8.202,26,1,wheeled car,7.25,12.25,0.47166118,0.682446361,0.0349214673,0.396342993,0,1,1,collision,0,0,7,0,1,,,,
cell,8.202,26,2,tracked car,7.25,12.25,0.47166118,0.682446361,0.0349214673,0.396342993,0,1,1,collision,0,0,4,0,1,,,,
cell,8.202,26,1,wheeled car,7.25,11.75,0.580721736,0.599015832,nan,nan,0,0,1,collision,0,0,7,0,1,,,,
cell,8.202,26,2,tracked car,7.25,11.75,0.580721736,0.599015832,nan,nan,0,0,1,collision,0,0,8,0,1,,,,
cell,8.202,26,1,wheeled car,7.25,11.25,0.526841879,1.04681623,1.43912137,1,0,1,0,failure_keep_coarse,6.8895837,-19.0058919,3,0,1,,,,
cell,8.202,26,2,tracked car,7.25,11.25,0.526841879,1.04681623,1.43912137,1,0,1,1,collision,0,0,2,0,1,,,,
cell,8.202,26,1,wheeled car,7.25,10.75,0.318706751,1.29996991,0.014334023,1,26,0,1,collision,0,0,3,0,1,,,,
cell,8.202,26,2,tracked car,7.25,10.75,0.318706751,1.29996991,0.014334023,1,26,0,0,failure_keep_coarse,13.9527043,-13.619103,2,0,1,,,,
cell,8.202,26,1,wheeled car,7.25,9.75,0.470215172,0.876624107,1.1591351,1,0,1,2,success,22.3979065,-18.8466112,4,1,0.687408626,,,,
cell,8.202,26,2,tracked car,7.25,9.75,0.470215172,0.876624107,1.1591351,1,0,1,2,success,16.3931265,-10.5162466,4,1,0.448489547,,,,
cell,8.202,26,1,wheeled car,7.25,9.25,0.47037369,0.863270462,1.16276848,1,0,1,1,collision,0,0,2,0,1,,,,
cell,8.202,26,2,tracked car,7.25,9.25,0.47037369,0.863270462,1.16276848,1,0,1,1,collision,0,0,8,0,1,,,,
cell,8.202,26,1,wheeled car,7.25,8.75,0.335308522,0.70463258,0.00237740576,0.347439528,208,0,2,success,12.963057,-16.8445019,3,1,0.496792644,,,,
cell,8.202,26,2,tracked car,7.25,8.75,0.335308522,0.70463258,0.00237740576,0.347439528,208,0,2,success,25.4212697,-9.43838058,4,1,0.580994189,,,,
cell,8.202,26,1,wheeled car,7.25,8.25,0.302783668,0.22103256,0.62329638,0.382370859,26,0,0,failure_keep_coarse,13.7688806,-13.5783459,4,0,0.382370859,,,,
cell,8.202,26,2,tracked car,7.25,8.25,0.302783668,0.22103256,0.62329638,0.382370859,26,0,1,collision,0,0,5,0,1,,,,
cell,8.202,26,1,wheeled car,7.25,7.75,0.357547641,0.173451975,0.62329638,0.384765357,0,1,2,success,16.217396,-7.90465338,4,1,0.402034163,,,,
cell,8.202,26,2,tracked car,7.25,7.75,0.357547641,0.173451975,0.62329638,0.384765357,0,1,1,collision,0,0,6,0,1,,,,
cell,8.202,26,1,wheeled car,6.75,12.25,0.547986567,0.341551781,nan,nan,0,0,1,collision,0,0,4,0,1,,,,
cell,8.202,26,2,tracked car,6.75,12.25,0.547986567,0.341551781,nan,nan,0,0,2,success,-0.196818925,-24.1555377,11,1,0.405872613,,,,
cell,8.202,26,1,wheeled car,6.75,11.75,0.442758173,0.81289041,0.0253756344,0.427008063,0,1,0,failure_keep_coarse,23.3476358,-2.28338983,2,0,0.427008063,,,,
cell,8.202,26,2,tracked car,6.75,11.75,0.442758173,0.81289041,0.0253756344,0.427008063,0,1,0,failure_keep_coarse,12.5383399,-15.9218738,2,0,0.427008063,,,,
cell,8.202,26,1,wheeled car,6.75,10.25,0.473161817,0.884023845,1.16846514,1,0,1,2,success,18.3828844,-19.0652819,5,1,0.62413609,,,,
cell,8.202,26,2,tracked car,6.75,10.25,0.473161817,0.884023845,1.16846514,1,0,1,2,success,13.1874256,-8.04032634,5,1,0.353795856,,,,
cell,8.202,26,1,wheeled car,6.75,9.75,0.471120328,0.865840912,1.16846514,1,0,1,1,collision,0,0,1,0,1,,,,
cell,8.202,26,2,tracked car,6.75,9.75,0.471120328,0.865840912,1.16846514,1,0,1,1,collision,0,0,2,0,1,,,,
cell,8.202,26,1,wheeled car,6.75,9.25,0.305086046,0.73342514,0.00216331333,0.346891493,130,0,1,collision,0,0,8,0,1,,,,
cell,8.202,26,2,tracked car,6.75,9.25,0.305086046,0.73342514,0.00216331333,0.346891493,130,0,2,success,5.63586222,-16.0521041,7,1,0.36146611,,,,
cell,8.202,26,1,wheeled car,6.75,8.25,0.367445886,0.177183837,0.466595262,0.337074995,0,1,1,collision,0,0,4,0,1,,,,
cell,8.202,26,2,tracked car,6.75,8.25,0.367445886,0.177183837,0.466595262,0.337074995,0,1,2,success,14.7927122,-13.1694719,7,1,0.466036409,,,,
cell,8.202,26,1,wheeled car,6.75,-2.25,0.888612628,0.710413992,1.21675062,1,0,1,2,success,-44.8704297,-0.467643804,5,1,0.507794082,,,,
cell,8.202,26,2,tracked car,6.75,-2.25,0.888612628,0.710413992,1.21675062,1,0,1,0,failure_keep_coarse,-28.1848615,-2.68718488,4,0,1,,,,
cell,8.202,26,1,wheeled car,6.25,11.25,0.316119671,0.754494429,0.589852035,0.553488731,119,0,2,success,19.9786766,-20.909613,5,1,0.681471467,,,,
cell,8.202,26,2,tracked car,6.25,11.25,0.316119671,0.754494429,0.589852035,0.553488731,119,0,2,success,11.374427,-5.89054201,5,1,0.287749469,,,,
cell,8.202,26,1,wheeled car,6.25,10.75,0.478981405,0.630642176,1.18859792,1,0,1,2,success,19.0051995,-19.0445918,4,1,0.634163201,,,,
cell,8.202,26,2,tracked car,6.25,10.75,0.478981405,0.630642176,1.18859792,1,0,1,1,collision,0,0,3,0,1,,,,
cell,8.202,26,1,wheeled car,6.25,10.25,0.476032108,0.877816439,1.18859792,1,0,1,1,collision,0,0,5,0,1,,,,
cell,8.202,26,2,tracked car,6.25,10.25,0.476032108,0.877816439,1.18859792,1,0,1,1,collision,0,0,4,0,1,,,,
cell,8.202,26,1,wheeled car,6.25,8.75,0.37701261,0.296652377,0.622312784,0.43199262,0,1,2,success,16.1588435,-13.6585867,4,1,0.496957183,,,,
cell,8.202,26,2,tracked car,6.25,8.75,0.37701261,0.296652377,0.622312784,0.43199262,0,1,2,success,24.1728472,-13.1983647,6,1,0.622853518,,,,
cell,8.202,26,1,wheeled car,6.25,-1.75,0.410988867,1.70446074,0.000857263803,1,182,0,1,collision,0,0,10,0,1,,,,
cell,8.202,26,2,tracked car,6.25,-1.75,0.410988867,1.70446074,0.000857263803,1,182,0,1,collision,0,0,7,0,1,,,,
cell,8.202,26,1,wheeled car,6.25,-2.25,0.911364973,0.728196442,2.42363691,1,208,0,1,collision,0,0,9,0,1,,,,
cell,8.202,26,2,tracked car,6.25,-2.25,0.911364973,0.728196442,2.42363691,1,208,0,0,failure_keep_coarse,-28.0342543,-1.61947691,8,0,1,,,,
cell,8.202,26,1,wheeled car,6.25,-2.75,1.0400908,0.609307408,2.42363691,1,1040,0,1,collision,0,0,11,0,1,,,,
cell,8.202,26,2,tracked car,6.25,-2.75,1.0400908,0.609307408,2.42363691,1,1040,0,2,success,-0.00291621249,-0.838587802,12,1,0.014025067,,,,
cell,8.202,26,1,wheeled car,5.75,12.25,0.376506448,0.827201724,0.0461307168,0.416612953,197,0,2,success,20.2957984,-18.8161099,5,1,0.651865125,,,,
cell,8.202,26,2,tracked car,5.75,12.25,0.376506448,0.827201724,0.0461307168,0.416612953,197,0,1,collision,0,0,3,0,1,,,,
cell,8.202,26,1,wheeled car,5.75,11.75,0.464329243,0.506606162,1.22274506,1,0,1,1,collision,0,0,4,0,1,,,,
cell,8.202,26,2,tracked car,5.75,11.75,0.464329243,0.506606162,1.22274506,1,0,1,1,collision,0,0,4,0,1,,,,
cell,8.202,26,1,wheeled car,5.75,11.25,0.514413297,0.449182272,0.643798113,0.535797894,0,1,1,collision,0,0,3,0,1,,,,
cell,8.202,26,2,tracked car,5.75,11.25,0.514413297,0.449182272,0.643798113,0.535797894,0,1,1,collision,0,0,8,0,1,,,,
cell,8.202,26,1,wheeled car,5.75,10.75,0.425746053,0.735518873,1.17664456,1,0,1,2,success,3.16746564,-17.4443327,4,1,0.343529969,,,,
cell,8.202,26,2,tracked car,5.75,10.75,0.425746053,0.735518873,1.17664456,1,0,1,1,collision,0,0,2,0,1,,,,
cell,8.202,26,1,wheeled car,5.75,9.25,0.380879581,0.487357944,0.943382263,0.603873312,0,1,2,success,14.4918195,-13.4614184,4,1,0.465887308,,,,
cell,8.202,26,2,tracked car,5.75,9.25,0.380879581,0.487357944,0.943382263,0.603873312,0,1,2,success,26.7656468,-14.2764238,7,1,0.684034526,,,,
cell,8.202,26,1,wheeled car,5.75,8.75,0.346839339,0.516310036,0.936234117,0.599794447,0,1,1,collision,0,0,4,0,1,,,,
cell,8.202,26,2,tracked car,5.75,8.75,0.346839339,0.516310036,0.936234117,0.599794447,0,1,1,collision,0,0,9,0,1,,,,
cell,8.202,26,1,wheeled car,5.75,-2.25,0.88497293,0.734013677,1.17280734,1,0,1,2,success,-43.8911031,-0.648353577,5,1,0.510805905,,,,
cell,8.202,26,2,tracked car,5.75,-2.25,0.88497293,0.734013677,1.17280734,1,0,1,2,success,-38.0176515,-4.70154319,4,1,0.578359067,,,,
cell,8.202,26,1,wheeled car,5.25,12.25,0.497898191,0.347303391,nan,nan,0,0,2,success,3.94315348,-19.9736186,3,1,0.398612857,,,,
cell,8.202,26,2,tracked car,5.25,12.25,0.497898191,0.347303391,nan,nan,0,0,1,collision,0,0,10,0,1,,,,
cell,8.202,26,1,wheeled car,5.25,11.75,0.456457287,0.484897345,1.22274506,1,0,1,1,collision,0,0,5,0,1,,,,
cell,8.202,26,2,tracked car,5.25,11.75,0.456457287,0.484897345,1.22274506,1,0,1,2,success,-1.73227058,-20.2687459,11,1,0.366683602,,,,
cell,8.202,26,1,wheeled car,5.25,11.25,0.322959453,0.779512227,0.589852214,0.564107955,26,0,1,collision,0,0,3,0,1,,,,
cell,8.202,26,2,tracked car,5.25,11.25,0.322959453,0.779512227,0.589852214,0.564107955,26,0,0,failure_keep_coarse,9.70128576,-14.100218,2,0,0.564107955,,,,
cell,8.202,26,1,wheeled car,5.25,9.75,0.392230362,0.457603395,0.963059425,0.604297698,0,1,2,success,16.2318424,-17.3757084,4,1,0.560125828,,,,
cell,8.202,26,2,tracked car,5.25,9.75,0.392230362,0.457603395,0.963059425,0.604297698,0,1,1,collision,0,0,5,0,1,,,,
cell,8.202,26,1,wheeled car,5.25,9.25,0.383716553,0.645712614,0.951920033,0.660449743,0,1,1,collision,0,0,4,0,1,,,,
cell,8.202,26,2,tracked car,5.25,9.25,0.383716553,0.645712614,0.951920033,0.660449743,0,1,1,collision,0,0,14,0,1,,,,
cell,8.202,26,1,wheeled car,5.25,-2.25,0.798683941,0.00600843597,nan,nan,0,0,2,success,-44.442034,-0.348587064,6,1,0.505809784,,,,
cell,8.202,26,2,tracked car,5.25,-2.25,0.798683941,0.00600843597,nan,nan,0,0,0,failure_keep_coarse,-28.5551309,-1.95417505,4,0,nan,,,,
cell,8.202,26,1,wheeled car,4.75,14.25,0.529876471,0.000785057375,nan,nan,0,0,2,success,3.62807292,-20.5442452,3,1,0.402871966,,,,
cell,8.202,26,2,tracked car,4.75,14.25,0.529876471,0.000785057375,nan,nan,0,0,2,success,3.64084931,-21.0735106,8,1,0.411906004,,,,
cell,8.202,26,1,wheeled car,4.75,13.75,0.523619413,0.000726501166,0.670494139,0.398279995,0,1,2,success,2.38071332,-20.2790542,3,1,0.377662778,,,,
cell,8.202,26,2,tracked car,4.75,13.75,0.523619413,0.000726501166,0.670494139,0.398279995,0,1,2,success,6.03784397,-19.945276,6,1,0.433052003,,,,
cell,8.202,26,1,wheeled car,4.75,13.25,0.518386781,0.000216686181,nan,nan,0,0,0,failure_keep_coarse,6.65447275,-17.4188572,3,0,nan,,,,
cell,8.202,26,2,tracked car,4.75,13.25,0.518386781,0.000216686181,nan,nan,0,0,2,success,6.81215755,-21.8228757,5,1,0.477250546,,,,
cell,8.202,26,1,wheeled car,4.75,10.75,0.386564255,0.374859363,1.00922704,1,4,1,2,success,15.0100829,-15.8464822,5,1,0.514276087,,,,
cell,8.202,26,2,tracked car,4.75,10.75,0.386564255,0.374859363,1.00922704,1,4,1,2,success,15.2825612,-9.40461011,5,1,0.41145286,,,,
cell,8.202,26,1,wheeled car,4.75,10.25,0.428894043,0.333479434,0.508193731,0.423522383,0,1,1,collision,0,0,5,0,1,,,,
cell,8.202,26,2,tracked car,4.75,10.25,0.428894043,0.333479434,0.508193731,0.423522383,0,1,2,success,7.6712958,-16.4430054,5,1,0.40190503,,,,
cell,8.202,26,1,wheeled car,4.75,9.75,0.345753103,0.530812263,0.963059425,0.613208234,0,1,1,collision,0,0,6,0,1,,,,
cell,8.202,26,2,tracked car,4.75,9.75,0.345753103,0.530812263,0.963059425,0.613208234,0,1,1,collision,0,0,7,0,1,,,,
cell,8.202,26,1,wheeled car,4.75,-1.75,0.47591868,1.28111517,1.19613552,1,0,1,1,collision,0,0,6,0,1,,,,
cell,8.202,26,2,tracked car,4.75,-1.75,0.47591868,1.28111517,1.19613552,1,0,1,1,collision,0,0,4,0,1,,,,
cell,8.202,26,1,wheeled car,4.75,-2.25,0.84243381,0.645655811,1.19643068,1,0,1,2,success,-44.1804815,0.857146045,5,1,0.514285743,,,,
cell,8.202,26,2,tracked car,4.75,-2.25,0.84243381,0.645655811,1.19643068,1,0,1,0,failure_keep_coarse,-29.7240481,-1.3155955,4,0,1,,,,
cell,8.202,26,1,wheeled car,4.25,11.75,0.343004793,0.412270248,0.00892959535,0.254734874,1,1,1,collision,0,0,6,0,1,,,,
cell,8.202,26,2,tracked car,4.25,11.75,0.343004793,0.412270248,0.00892959535,0.254734874,1,1,1,collision,0,0,3,0,1,,,,
cell,8.202,26,1,wheeled car,4.25,11.25,0.426362097,0.369130611,1.04817653,1,0,1,0,failure_keep_coarse,24.2615004,-17.0875811,2,0,1,,,,
cell,8.202,26,2,tracked car,4.25,11.25,0.426362097,0.369130611,1.04817653,1,0,1,1,collision,0,0,6,0,1,,,,
cell,8.202,26,1,wheeled car,4.25,10.75,0.381116241,0.355596572,1.00922704,1,0,1,2,success,6.68065678,-14.3072154,4,1,0.349797875,,,,
cell,8.202,26,2,tracked car,4.25,10.75,0.381116241,0.355596572,1.00922704,1,0,1,1,collision,0,0,4,0,1,,,,
cell,8.202,26,1,wheeled car,4.25,-2.25,0.873930752,0.811255693,2.4331007,1,182,0,2,success,-41.7307088,-1.07353048,6,1,0.517892182,,,,
cell,8.202,26,2,tracked car,4.25,-2.25,0.873930752,0.811255693,2.4331007,1,182,0,0,failure_keep_coarse,-30.1493162,-4.09837982,4,0,1,,,,
cell,8.202,26,1,wheeled car,4.25,-2.75,1.10760951,0.242881969,2.4331007,1,1396,0,1,collision,0,0,5,0,1,,,,
cell,8.202,26,2,tracked car,4.25,-2.75,1.10760951,0.242881969,2.4331007,1,1396,0,2,success,-0.046584292,-3.40709911,9,1,0.0575613901,,,,
cell,8.202,26,1,wheeled car,3.75,12.25,0.438992172,0.000402391335,nan,nan,0,0,1,collision,0,0,5,0,1,,,,
cell,8.202,26,2,tracked car,3.75,12.25,0.438992172,0.000402391335,nan,nan,0,0,1,collision,0,0,2,0,1,,,,
cell,8.202,26,1,wheeled car,3.75,11.75,0.421440929,0.213691056,0.541966021,0.392366022,0,1,1,collision,0,0,5,0,1,,,,
cell,8.202,26,2,tracked car,3.75,11.75,0.421440929,0.213691056,0.541966021,0.392366022,0,1,2,success,-2.13998366,-19.0579477,11,1,0.353298843,,,,
cell,8.202,26,1,wheeled car,3.75,11.25,0.312683374,0.487501174,0.0101230294,0.270102531,0,1,2,success,3.12119334,-16.619428,4,1,0.329010367,,,,
cell,8.202,26,2,tracked car,3.75,11.25,0.312683374,0.487501174,0.0101230294,0.270102531,0,1,2,success,-0.0727737146,-19.3515491,10,1,0.323738724,,,,
cell,8.202,26,1,wheeled car,3.75,9.25,0.316615045,0.21888493,nan,nan,0,0,2,success,10.5861586,-12.8435998,5,1,0.390495986,,,,
cell,8.202,26,2,tracked car,3.75,9.25,0.316615045,0.21888493,nan,nan,0,0,1,collision,0,0,10,0,1,,,,
cell,8.202,26,1,wheeled car,3.75,-2.25,0.877841949,1.14225852,2.33538675,1,52,0,2,success,-40.4594229,-3.28147188,4,1,0.554691195,,,,
cell,8.202,26,2,tracked car,3.75,-2.25,0.877841949,1.14225852,2.33538675,1,52,0,1,collision,0,0,8,0,1,,,,
cell,8.202,26,1,wheeled car,3.75,-2.75,1.14403832,0.00429460732,2.33538675,1,1664,0,1,collision,0,0,6,0,1,,,,
cell,8.202,26,2,tracked car,3.75,-2.75,1.14403832,0.00429460732,2.33538675,1,1664,0,2,success,-0.03987769,-3.17553067,9,1,0.0535901375,,,,
