record_type,stamp_sec,cycle,vehicle_id,vehicle,cell_x,cell_y,slope,roughness,step,coarse_cost,n_points,interpolated,pose_status,status,roll_deg,pitch_deg,contact_points,stable,final_cost,success_count,collision_count,failure_count,skipped_cells
cell,4.202,6,1,wheeled car,6.75,9.25,0.305086046,0.73342514,0.00216331333,0.346891493,30,0,1,collision,0,0,8,0,1,,,,
cell,4.202,6,2,tracked car,6.75,9.25,0.305086046,0.73342514,0.00216331333,0.346891493,30,0,2,success,5.63586222,-16.0521041,7,1,0.36146611,,,,
cell,4.202,6,1,wheeled car,6.75,8.25,0.367445886,0.177183837,0.466595262,0.337074995,0,1,1,collision,0,0,4,0,1,,,,
cell,4.202,6,2,tracked car,6.75,8.25,0.367445886,0.177183837,0.466595262,0.337074995,0,1,2,success,13.8853351,-14.9926609,4,1,0.481299937,,,,
cell,4.202,6,1,wheeled car,6.75,-2.25,0.888612628,0.710413992,1.21675062,1,0,1,2,success,-44.8704297,-0.467643804,5,1,0.507794082,,,,
cell,4.202,6,2,tracked car,6.75,-2.25,0.888612628,0.710413992,1.21675062,1,0,1,0,failure_keep_coarse,-28.1848615,-2.68718488,4,0,1,,,,
cell,4.202,6,1,wheeled car,6.25,11.25,0.316119671,0.754494429,0.589852035,0.553488731,24,0,2,success,19.9786767,-20.9096151,5,1,0.681471527,,,,
cell,4.202,6,2,tracked car,6.25,11.25,0.316119671,0.754494429,0.589852035,0.553488731,24,0,1,collision,0,0,3,0,1,,,,
cell,4.202,6,1,wheeled car,6.25,10.75,0.478981405,0.630642176,1.18859792,1,0,1,2,success,19.0052002,-19.0445924,4,1,0.634163201,,,,
cell,4.202,6,2,tracked car,6.25,10.75,0.478981405,0.630642176,1.18859792,1,0,1,1,collision,0,0,3,0,1,,,,
cell,4.202,6,1,wheeled car,6.25,10.25,0.476032108,0.877816439,1.18859792,1,0,1,1,collision,0,0,5,0,1,,,,
cell,4.202,6,2,tracked car,6.25,10.25,0.476032108,0.877816439,1.18859792,1,0,1,1,collision,0,0,4,0,1,,,,
cell,4.202,6,1,wheeled car,6.25,8.75,0.37701261,0.296652377,0.622312784,0.43199262,0,1,2,success,16.1588435,-13.6585867,4,1,0.496957183,,,,
cell,4.202,6,2,tracked car,6.25,8.75,0.37701261,0.296652377,0.622312784,0.43199262,0,1,2,success,24.1728472,-13.1983647,6,1,0.622853518,,,,
cell,4.202,6,1,wheeled car,6.25,-1.75,0.410988867,1.70446074,0.000857263803,1,42,0,1,collision,0,0,10,0,1,,,,
cell,4.202,6,2,tracked car,6.25,-1.75,0.410988867,1.70446074,0.000857263803,1,42,0,1,collision,0,0,7,0,1,,,,
cell,4.202,6,1,wheeled car,6.25,-2.25,0.911364973,0.728196442,2.42363691,1,48,0,1,collision,0,0,9,0,1,,,,
cell,4.202,6,2,tracked car,6.25,-2.25,0.911364973,0.728196442,2.42363691,1,48,0,0,failure_keep_coarse,-28.0342543,-1.61947691,8,0,1,,,,
cell,4.202,6,1,wheeled car,6.25,-2.75,1.0400908,0.609307408,2.42363691,1,240,0,1,collision,0,0,10,0,1,,,,
cell,4.202,6,2,tracked car,6.25,-2.75,1.0400908,0.609307408,2.42363691,1,240,0,2,success,-0.00291621249,-0.838587802,12,1,0.014025067,,,,
cell,4.202,6,1,wheeled car,5.75,12.25,0.376506448,0.827201724,0.0461307168,0.416612953,42,0,2,success,21.1307338,-19.6130308,5,1,0.679062724,,,,
cell,4.202,6,2,tracked car,5.75,12.25,0.376506448,0.827201724,0.0461307168,0.416612953,42,0,1,collision,0,0,3,0,1,,,,
cell,4.202,6,1,wheeled car,5.75,11.75,0.464329243,0.506606162,1.22274506,1,0,1,1,collision,0,0,5,0,1,,,,
cell,4.202,6,2,tracked car,5.75,11.75,0.464329243,0.506606162,1.22274506,1,0,1,1,collision,0,0,4,0,1,,,,
cell,4.202,6,1,wheeled car,5.75,11.25,0.514413297,0.449182272,0.643798113,0.535797894,0,1,1,collision,0,0,3,0,1,,,,
cell,4.202,6,2,tracked car,5.75,11.25,0.514413297,0.449182272,0.643798113,0.535797894,0,1,1,collision,0,0,8,0,1,,,,
cell,4.202,6,1,wheeled car,5.75,10.75,0.425746053,0.735518873,1.17664456,1,0,1,2,success,2.92946845,-19.2510318,3,1,0.36967501,,,,
cell,4.202,6,2,tracked car,5.75,10.75,0.425746053,0.735518873,1.17664456,1,0,1,1,collision,0,0,2,0,1,,,,
cell,4.202,6,1,wheeled car,5.75,9.25,0.380879581,0.487357944,0.943382263,0.603873312,0,1,2,success,15.2407733,-13.4665783,4,1,0.478455871,,,,
cell,4.202,6,2,tracked car,5.75,9.25,0.380879581,0.487357944,0.943382263,0.603873312,0,1,2,success,24.4409758,-13.1466523,6,1,0.626460493,,,,
cell,4.202,6,1,wheeled car,5.75,8.75,0.346839339,0.516310036,0.936234117,0.599794447,0,1,1,collision,0,0,4,0,1,,,,
cell,4.202,6,2,tracked car,5.75,8.75,0.346839339,0.516310036,0.936234117,0.599794447,0,1,1,collision,0,0,9,0,1,,,,
cell,4.202,6,1,wheeled car,5.75,-2.25,0.88497293,0.734013677,1.17280734,1,0,1,2,success,-43.8911031,-0.648353577,5,1,0.510805905,,,,
cell,4.202,6,2,tracked car,5.75,-2.25,0.88497293,0.734013677,1.17280734,1,0,1,2,success,-37.9786418,-4.69696533,4,1,0.578282773,,,,
cell,4.202,6,1,wheeled car,5.25,12.25,0.497898191,0.347303391,nan,nan,0,0,1,collision,0,0,3,0,1,,,,
cell,4.202,6,2,tracked car,5.25,12.25,0.497898191,0.347303391,nan,nan,0,0,1,collision,0,0,8,0,1,,,,
cell,4.202,6,1,wheeled car,5.25,11.75,0.456457287,0.484897345,1.22274506,1,0,1,1,collision,0,0,5,0,1,,,,
cell,4.202,6,2,tracked car,5.25,11.75,0.456457287,0.484897345,1.22274506,1,0,1,2,success,2.17228616,-21.1023664,10,1,0.387910873,,,,
cell,4.202,6,1,wheeled car,5.25,11.25,0.322959453,0.779512227,0.589852214,0.564107955,6,0,1,collision,0,0,1,0,1,,,,
cell,4.202,6,2,tracked car,5.25,11.25,0.322959453,0.779512227,0.589852214,0.564107955,6,0,1,collision,0,0,4,0,1,,,,
cell,4.202,6,1,wheeled car,5.25,9.75,0.392230362,0.457603395,0.963059425,0.604297698,0,1,2,success,16.0374476,-17.5503248,4,1,0.559796214,,,,
cell,4.202,6,2,tracked car,5.25,9.75,0.392230362,0.457603395,0.963059425,0.604297698,0,1,1,collision,0,0,5,0,1,,,,
cell,4.202,6,1,wheeled car,5.25,9.25,0.383716553,0.645712614,0.951920033,0.660449743,0,1,1,collision,0,0,4,0,1,,,,
cell,4.202,6,2,tracked car,5.25,9.25,0.383716553,0.645712614,0.951920033,0.660449743,0,1,1,collision,0,0,14,0,1,,,,
cell,4.202,6,1,wheeled car,5.25,-2.25,0.798683941,0.00600843597,nan,nan,0,0,2,success,-44.442034,-0.348587064,6,1,0.505809784,,,,
cell,4.202,6,2,tracked car,5.25,-2.25,0.798683941,0.00600843597,nan,nan,0,0,0,failure_keep_coarse,-28.5551309,-1.95417505,4,0,nan,,,,
cell,4.202,6,1,wheeled car,4.75,14.25,0.529876471,0.000785057375,nan,nan,0,0,2,success,3.62807292,-20.5442452,3,1,0.402871966,,,,
cell,4.202,6,2,tracked car,4.75,14.25,0.529876471,0.000785057375,nan,nan,0,0,2,success,3.64084931,-21.0735106,8,1,0.411906004,,,,
cell,4.202,6,1,wheeled car,4.75,13.75,0.523619413,0.000726501166,0.670494139,0.398279995,0,1,2,success,2.38071332,-20.2790542,3,1,0.377662778,,,,
cell,4.202,6,2,tracked car,4.75,13.75,0.523619413,0.000726501166,0.670494139,0.398279995,0,1,2,success,6.03784397,-19.945276,6,1,0.433052003,,,,
cell,4.202,6,1,wheeled car,4.75,13.25,0.518386781,0.000216686181,nan,nan,0,0,0,failure_keep_coarse,6.43492817,-16.747958,3,0,nan,,,,
cell,4.202,6,2,tracked car,4.75,13.25,0.518386781,0.000216686181,nan,nan,0,0,2,success,6.93760419,-21.8264064,5,1,0.479400188,,,,
cell,4.202,6,1,wheeled car,4.75,10.75,0.386564255,0.374859363,1.00922704,1,0,1,2,success,15.3985223,-16.438387,5,1,0.530615151,,,,
cell,4.202,6,2,tracked car,4.75,10.75,0.386564255,0.374859363,1.00922704,1,0,1,0,failure_keep_coarse,8.96964152,-14.3486812,2,0,1,,,,
cell,4.202,6,1,wheeled car,4.75,10.25,0.428894043,0.333479434,0.508193731,0.423522383,0,1,2,success,9.04743449,-16.1278081,3,1,0.419587374,,,,
cell,4.202,6,2,tracked car,4.75,10.25,0.428894043,0.333479434,0.508193731,0.423522383,0,1,1,collision,0,0,10,0,1,,,,
cell,4.202,6,1,wheeled car,4.75,9.75,0.345753103,0.530812263,0.963059425,0.613208234,0,1,2,success,2.50740809,-14.4697294,4,1,0.282952279,,,,
cell,4.202,6,2,tracked car,4.75,9.75,0.345753103,0.530812263,0.963059425,0.613208234,0,1,2,success,14.0250705,-16.1107251,6,1,0.502263248,,,,
cell,4.202,6,1,wheeled car,4.75,-1.75,0.47591868,1.28111517,1.19613552,1,0,1,1,collision,0,0,6,0,1,,,,
cell,4.202,6,2,tracked car,4.75,-1.75,0.47591868,1.28111517,1.19613552,1,0,1,1,collision,0,0,4,0,1,,,,
cell,4.202,6,1,wheeled car,4.75,-2.25,0.84243381,0.645655811,1.19643068,1,0,1,2,success,-44.1804815,0.857146045,5,1,0.514285743,,,,
cell,4.202,6,2,tracked car,4.75,-2.25,0.84243381,0.645655811,1.19643068,1,0,1,0,failure_keep_coarse,-29.7240481,-1.3155955,4,0,1,,,,
cell,4.202,6,1,wheeled car,4.25,11.75,0.343004793,0.412270248,0.00892959535,0.254734874,0,1,1,collision,0,0,5,0,1,,,,
cell,4.202,6,2,tracked car,4.25,11.75,0.343004793,0.412270248,0.00892959535,0.254734874,0,1,1,collision,0,0,4,0,1,,,,
cell,4.202,6,1,wheeled car,4.25,11.25,0.426362097,0.369130611,nan,nan,0,0,2,success,2.53370835,-16.8810603,3,1,0.32357949,,,,
cell,4.202,6,2,tracked car,4.25,11.25,0.426362097,0.369130611,nan,nan,0,0,1,collision,0,0,10,0,1,,,,
cell,4.202,6,1,wheeled car,4.25,10.75,0.381116241,0.355596572,1.00922704,1,0,1,2,success,3.22081842,-14.4514468,4,1,0.294537753,,,,
cell,4.202,6,2,tracked car,4.25,10.75,0.381116241,0.355596572,1.00922704,1,0,1,1,collision,0,0,2,0,1,,,,
cell,4.202,6,1,wheeled car,4.25,-2.25,0.873930752,0.811255693,2.4331007,1,42,0,2,success,-41.7379107,-1.44134541,6,1,0.5240224,,,,
cell,4.202,6,2,tracked car,4.25,-2.25,0.873930752,0.811255693,2.4331007,1,42,0,0,failure_keep_coarse,-30.1493162,-4.09837982,4,0,1,,,,
cell,4.202,6,1,wheeled car,4.25,-2.75,1.10760951,0.242881969,2.4331007,1,317,0,1,collision,0,0,5,0,1,,,,
cell,4.202,6,2,tracked car,4.25,-2.75,1.10760951,0.242881969,2.4331007,1,317,0,2,success,-0.046584292,-3.40709911,9,1,0.0575613901,,,,
cell,4.202,6,1,wheeled car,3.75,11.75,0.421440929,0.213691056,nan,nan,0,0,0,failure_keep_coarse,3.98755349,-15.1327393,1,0,nan,,,,
cell,4.202,6,2,tracked car,3.75,11.75,0.421440929,0.213691056,nan,nan,0,0,2,success,-2.26337629,-18.2723396,11,1,0.34226194,,,,
cell,4.202,6,1,wheeled car,3.75,11.25,0.312683374,0.487501174,0.0101230294,0.270102531,0,1,2,success,2.77126139,-14.3871603,4,1,0.285973698,,,,
cell,4.202,6,2,tracked car,3.75,11.25,0.312683374,0.487501174,0.0101230294,0.270102531,0,1,2,success,7.27762573,-16.090443,8,1,0.389467806,,,,
cell,4.202,6,1,wheeled car,3.75,9.25,0.316615045,0.21888493,nan,nan,0,0,2,success,10.5861564,-12.8436146,5,1,0.390496194,,,,
cell,4.202,6,2,tracked car,3.75,9.25,0.316615045,0.21888493,nan,nan,0,0,1,collision,0,0,10,0,1,,,,
cell,4.202,6,1,wheeled car,3.75,-2.25,0.877841949,1.14225852,2.33538675,1,12,0,2,success,-40.4594229,-3.28147188,6,1,0.554691195,,,,
cell,4.202,6,2,tracked car,3.75,-2.25,0.877841949,1.14225852,2.33538675,1,12,0,1,collision,0,0,9,0,1,,,,
cell,4.202,6,1,wheeled car,3.75,-2.75,1.14403832,0.00429460732,2.33538675,1,384,0,1,collision,0,0,6,0,1,,,,
cell,4.202,6,2,tracked car,3.75,-2.75,1.14403832,0.00429460732,2.33538675,1,384,0,2,success,-0.03987769,-3.17553067,9,1,0.0535901375,,,,
cell,4.202,6,1,wheeled car,3.25,9.75,0.304503202,0.171277896,nan,nan,0,0,2,success,1.19514992,-11.7729742,5,1,0.216135398,,,,
cell,4.202,6,2,tracked car,3.25,9.75,0.304503202,0.171277896,nan,nan,0,0,1,collision,0,0,16,0,1,,,,
cell,4.202,6,1,wheeled car,3.25,-2.25,0.843448997,1.13010371,2.20817852,1,6,0,2,success,-41.2572705,-2.12263372,4,1,0.535377204,,,,
cell,4.202,6,2,tracked car,3.25,-2.25,0.843448997,1.13010371,2.20817852,1,6,0,0,failure_keep_coarse,-29.5817484,-2.12263372,4,0,1,,,,
cell,4.202,6,1,wheeled car,3.25,-2.75,1.11884916,0.00823728368,2.20817852,1,375,0,1,collision,0,0,4,0,1,,,,
cell,4.202,6,2,tracked car,3.25,-2.75,1.11884916,0.00823728368,2.20817852,1,375,0,2,success,-0.0227599006,-7.0214712,12,1,0.11740385,,,,
cell,4.202,6,1,wheeled car,2.75,-2.25,0.802927434,1.10578763,2.04398584,1,54,0,2,success,-32.9423828,-7.37742219,8,1,0.622957051,,,,
cell,4.202,6,2,tracked car,2.75,-2.25,0.802927434,1.10578763,2.04398584,1,54,0,0,failure_keep_coarse,-29.308575,-1.15507907,4,0,1,,,,
cell,4.202,6,1,wheeled car,2.75,-2.75,1.08833563,0.00987375714,2.04398584,1,388,0,1,collision,0,0,3,0,1,,,,
cell,4.202,6,2,tracked car,2.75,-2.75,1.08833563,0.00987375714,2.04398584,1,388,0,2,success,-0.00666810584,-7.83487519,12,1,0.130692393,,,,
cell,4.202,6,1,wheeled car,2.25,-2.25,0.762428701,1.06550264,1.91306567,1,18,0,1,collision,0,0,1,0,1,,,,
cell,4.202,6,2,tracked car,2.25,-2.25,0.762428701,1.06550264,1.91306567,1,18,0,0,failure_keep_coarse,26.3936295,-6.35958834,4,0,1,,,,
cell,4.202,6,1,wheeled car,2.25,-2.75,1.05640817,0.00692091184,1.91306567,1,396,0,1,collision,0,0,1,0,1,,,,
cell,4.202,6,2,tracked car,2.25,-2.75,1.05640817,0.00692091184,1.91306567,1,396,0,2,success,-0.142670506,-6.36619108,12,1,0.108481027,,,,
cell,4.202,6,1,wheeled car,1.75,-2.25,0.723977566,1.02496231,1.81548572,1,54,0,2,success,-28.5045525,-6.36815275,9,1,0.581211746,,,,
cell,4.202,6,2,tracked car,1.75,-2.25,0.723977566,1.02496231,1.81548572,1,54,0,0,failure_keep_coarse,-27.4820297,-0.930522291,4,0,1,,,,
cell,4.202,6,1,wheeled car,1.75,-2.75,1.02511644,0.00784479268,1.81548572,1,396,0,1,collision,0,0,3,0,1,,,,
cell,4.202,6,2,tracked car,1.75,-2.75,1.02511644,0.00784479268,1.81548572,1,396,0,2,success,-0.0041434042,-6.58907444,12,1,0.109886967,,,,
cell,4.202,6,1,wheeled car,1.25,-2.25,0.69202292,0.984258294,1.68600333,1,42,0,2,success,-28.0228329,-4.91836165,10,1,0.549019933,,,,
cell,4.202,6,2,tracked car,1.25,-2.25,0.69202292,0.984258294,1.68600333,1,42,0,0,failure_keep_coarse,-26.5588195,-0.71546099,4,0,1,,,,
cell,4.202,6,1,wheeled car,1.25,-2.75,0.998070896,0.00633070804,1.68600333,1,420,0,1,collision,0,0,3,0,1,,,,
cell,4.202,6,2,tracked car,1.25,-2.75,0.998070896,0.00633070804,1.68600333,1,420,0,2,success,-0.00239413293,-5.04914422,12,1,0.0841923058,,,,
cell,4.202,6,1,wheeled car,0.75,-2.25,0.665989578,0.945632279,1.63108492,1,78,0,1,collision,0,0,1,0,1,,,,
cell,4.202,6,2,tracked car,0.75,-2.25,0.665989578,0.945632279,1.63108492,1,78,0,0,failure_keep_coarse,26.514467,-3.43311705,4,0,1,,,,
cell,4.202,6,1,wheeled car,0.75,-2.75,0.975257874,0.0014992872,1.63108492,1,408,0,1,collision,0,0,2,0,1,,,,
cell,4.202,6,2,tracked car,0.75,-2.75,0.975257874,0.0014992872,1.63108492,1,408,0,2,success,-0.0376358646,-3.4342182,12,1,0.0578642339,,,,
cell,4.202,6,1,wheeled car,0.25,-2.25,0.653008997,0.926374853,1.59703493,1,72,0,2,success,-27.8641664,-1.56998137,12,1,0.490569144,,,,
cell,4.202,6,2,tracked car,0.25,-2.25,0.653008997,0.926374853,1.59703493,1,72,0,0,failure_keep_coarse,-24.7205389,-0.181683455,8,0,1,,,,
cell,4.202,6,1,wheeled car,0.25,-2.75,0.96363014,0.000576248567,1.59703493,1,384,0,1,collision,0,0,9,0,1,,,,
cell,4.202,6,2,tracked car,0.25,-2.75,0.96363014,0.000576248567,1.59703493,1,384,0,2,success,-0.000148748948,-0.215319804,12,1,0.00359114259,,,,
cell,4.202,6,1,wheeled car,-0.25,-2.25,0.653119802,0.927128851,1.57713652,1,72,0,2,success,-27.8696605,1.55952341,12,1,0.490486383,,,,
cell,4.202,6,2,tracked car,-0.25,-2.25,0.653119802,0.927128851,1.57713652,1,72,0,0,failure_keep_coarse,-24.7269102,0.168693443,8,0,1,,,,
cell,4.202,6,1,wheeled car,-0.25,-2.75,0.963798404,0.00093250256,1.57713652,1,390,0,1,collision,0,0,9,0,1,,,,
cell,4.202,6,2,tracked car,-0.25,-2.75,0.963798404,0.00093250256,1.57713652,1,390,0,2,success,-0.000124818357,0.197297232,12,1,0.00329036755,,,,
cell,4.202,6,1,wheeled car,-0.75,-2.25,0.663842559,0.941917479,1.63239145,1,84,0,2,success,-25.9053479,3.34012632,10,1,0.487424582,,,,
cell,4.202,6,2,tracked car,-0.75,-2.25,0.663842559,0.941917479,1.63239145,1,84,0,0,failure_keep_coarse,-25.776678,0.418242715,4,0,1,,,,
cell,4.202,6,1,wheeled car,-0.75,-2.75,0.973231316,0.0021091376,1.63239145,1,408,0,1,collision,0,0,3,0,1,,,,
cell,4.202,6,2,tracked car,-0.75,-2.75,0.973231316,0.0021091376,1.63239145,1,408,0,2,success,-0.000795227019,3.40133387,12,1,0.0567021519,,,,
cell,4.202,6,1,wheeled car,-1.25,-2.25,0.691206157,0.982148826,1.68429971,1,48,0,2,success,-27.9666343,3.66918716,10,1,0.527263701,,,,
cell,4.202,6,2,tracked car,-1.25,-2.25,0.691206157,0.982148826,1.68429971,1,48,0,0,failure_keep_coarse,-23.7308969,7.59292354,4,0,1,,,,
cell,4.202,6,1,wheeled car,-1.25,-2.75,0.997298479,0.00576708931,1.68429971,1,420,0,1,collision,0,0,5,0,1,,,,
cell,4.202,6,2,tracked car,-1.25,-2.75,0.997298479,0.00576708931,1.68429971,1,420,0,2,success,-0.156514498,4.03531663,12,1,0.0698638484,,,,
cell,4.202,6,1,wheeled car,-1.75,6.25,0.416213989,1.70500374,0.000177025795,1,36,0,1,collision,0,0,3,0,1,,,,
cell,4.202,6,2,tracked car,-1.75,6.25,0.416213989,1.70500374,0.000177025795,1,36,0,0,failure_keep_coarse,2.3512625,22.5264896,5,0,1,,,,
cell,4.202,6,1,wheeled car,-1.75,4.75,0.475189775,1.27850497,1.19503689,1,0,1,1,collision,0,0,3,0,1,,,,
cell,4.202,6,2,tracked car,-1.75,4.75,0.475189775,1.27850497,1.19503689,1,0,1,2,success,-174.452247,-39.1075559,2,1,1,,,,
cell,4.202,6,1,wheeled car,-1.75,-2.25,0.719954133,1.01741719,1.80887151,1,54,0,2,success,-3.61352713,2.77518879,5,1,0.106478602,,,,
cell,4.202,6,2,tracked car,-1.75,-2.25,0.719954133,1.01741719,1.80887151,1,54,0,2,success,-5.44514372,4.40916749,7,1,0.164238527,,,,
cell,4.202,6,1,wheeled car,-1.75,-2.75,1.02160442,0.0063947984,1.80887151,1,408,0,1,collision,0,0,4,0,1,,,,
cell,4.202,6,2,tracked car,-1.75,-2.75,1.02160442,0.0063947984,1.80887151,1,408,0,2,success,-0.0759575211,3.27090002,14,1,0.0557809584,,,,
cell,4.202,6,1,wheeled car,-2.25,11.25,0.8435179,0.658157051,1.2640816,1,0,1,2,success,9.8493118,37.24062,4,1,0.664155185,,,,
cell,4.202,6,2,tracked car,-2.25,11.25,0.8435179,0.658157051,1.2640816,1,0,1,1,collision,0,0,1,0,1,,,,
cell,4.202,6,1,wheeled car,-2.25,10.75,0.888377726,0.778594196,2.12229514,1,42,0,1,collision,0,0,5,0,1,,,,
cell,4.202,6,2,tracked car,-2.25,10.75,0.888377726,0.778594196,2.12229514,1,42,0,2,success,9.28086699,40.9820317,5,1,0.654681146,,,,
cell,4.202,6,1,wheeled car,-2.25,10.25,0.819755733,0.623330057,1.11814404,1,0,1,1,collision,0,0,4,0,1,,,,
cell,4.202,6,2,tracked car,-2.25,10.25,0.819755733,0.623330057,1.11814404,1,0,1,2,success,-5.98677813,36.9164506,9,1,0.599779606,,,,
cell,4.202,6,1,wheeled car,-2.25,6.75,0.884402812,0.695451975,1.2317704,1,0,1,1,collision,0,0,3,0,1,,,,
cell,4.202,6,2,tracked car,-2.25,6.75,0.884402812,0.695451975,1.2317704,1,0,1,2,success,3.88650378,42.5214033,7,1,0.56477505,,,,
cell,4.202,6,1,wheeled car,-2.25,6.25,0.909982502,0.731562436,2.39334726,1,42,0,1,collision,0,0,6,0,1,,,,
cell,4.202,6,2,tracked car,-2.25,6.25,0.909982502,0.731562436,2.39334726,1,42,0,2,success,2.32378936,42.1082201,9,1,0.538729846,,,,
cell,4.202,6,1,wheeled car,-2.25,5.75,0.878130376,0.733940065,1.16455245,1,0,1,2,success,3.03562809,43.3098496,4,1,0.550593793,,,,
cell,4.202,6,2,tracked car,-2.25,5.75,0.878130376,0.733940065,1.16455245,1,0,1,1,collision,0,0,7,0,1,,,,
cell,4.202,6,1,wheeled car,-2.25,5.25,0.796110332,0.00800430961,nan,nan,0,0,2,success,0.0963375177,41.641743,4,1,0.50160563,,,,
cell,4.202,6,2,tracked car,-2.25,5.25,0.796110332,0.00800430961,nan,nan,0,0,2,success,-1.83658897,42.0088787,6,1,0.530609787,,,,
cell,4.202,6,1,wheeled car,-2.25,4.75,0.836877465,0.643159389,1.19503689,1,0,1,1,collision,0,0,1,0,1,,,,
cell,4.202,6,2,tracked car,-2.25,4.75,0.836877465,0.643159389,1.19503689,1,0,1,2,success,1.77524375,41.2218637,7,1,0.529587388,,,,
cell,4.202,6,1,wheeled car,-2.25,4.25,0.865027606,0.797227859,2.39666414,1,42,0,2,success,-0.423182674,39.3098753,4,1,0.507053018,,,,
cell,4.202,6,2,tracked car,-2.25,4.25,0.865027606,0.797227859,2.39666414,1,42,0,2,success,5.30910076,40.2695714,6,1,0.588485003,,,,
cell,4.202,6,1,wheeled car,-2.25,3.75,0.867496789,1.13850403,2.26160955,1,12,0,1,collision,0,0,2,0,1,,,,
cell,4.202,6,2,tracked car,-2.25,3.75,0.867496789,1.13850403,2.26160955,1,12,0,2,success,4.12483804,38.8494505,8,1,0.568747282,,,,
cell,4.202,6,1,wheeled car,-2.25,3.25,0.83646059,1.12532282,2.20365715,1,6,0,1,collision,0,0,3,0,1,,,,
cell,4.202,6,2,tracked car,-2.25,3.25,0.83646059,1.12532282,2.20365715,1,6,0,2,success,2.5768221,37.0415202,8,1,0.542947054,,,,
cell,4.202,6,1,wheeled car,-2.25,2.75,0.803310633,1.10868955,2.05743647,1,60,0,1,collision,0,0,2,0,1,,,,
cell,4.202,6,2,tracked car,-2.25,2.75,0.803310633,1.10868955,2.05743647,1,60,0,2,success,1.29707174,36.3787595,9,1,0.521617889,,,,
cell,4.202,6,1,wheeled car,-2.25,2.25,0.764817834,1.06969249,1.91124249,1,18,0,2,success,4.49389018,31.3249756,3,1,0.574898183,,,,
cell,4.202,6,2,tracked car,-2.25,2.25,0.764817834,1.06969249,1.91124249,1,18,0,2,success,1.20104203,33.9208804,9,1,0.520017385,,,,
cell,4.202,6,1,wheeled car,-2.25,1.75,0.724862814,1.02591836,1.82787919,1,54,0,1,collision,0,0,4,0,1,,,,
cell,4.202,6,2,tracked car,-2.25,1.75,0.724862814,1.02591836,1.82787919,1,54,0,2,success,1.07008911,31.2266471,11,1,0.517834842,,,,
cell,4.202,6,1,wheeled car,-2.25,1.25,0.693104029,0.985132277,1.68304896,1,48,0,1,collision,0,0,1,0,1,,,,
cell,4.202,6,2,tracked car,-2.25,1.25,0.693104029,0.985132277,1.68304896,1,48,0,2,success,5.6919893,27.1573031,8,1,0.547488213,,,,
cell,4.202,6,1,wheeled car,-2.25,0.75,0.665762305,0.943211675,1.62862432,1,72,0,1,collision,0,0,1,0,1,,,,
cell,4.202,6,2,tracked car,-2.25,0.75,0.665762305,0.943211675,1.62862432,1,72,0,1,collision,0,0,14,0,1,,,,
cell,4.202,6,1,wheeled car,-2.25,0.25,0.655453861,0.928818882,1.59863973,1,72,0,2,success,0.224239038,27.818902,4,1,0.467385679,,,,
cell,4.202,6,2,tracked car,-2.25,0.25,0.655453861,0.928818882,1.59863973,1,72,0,2,success,0.222625027,27.0211284,12,1,0.454062551,,,,
cell,4.202,6,1,wheeled car,-2.25,-0.25,0.655240357,0.931139469,1.59804761,1,78,0,2,success,-0.162793553,27.0550443,4,1,0.453630626,,,,
cell,4.202,6,2,tracked car,-2.25,-0.25,0.655240357,0.931139469,1.59804761,1,78,0,2,success,-0.162732001,27.012581,12,1,0.452921897,,,,
cell,4.202,6,1,wheeled car,-2.25,-0.75,0.665704787,0.946564198,1.62950253,1,66,0,2,success,-0.481162249,27.6305514,5,1,0.468528569,,,,
cell,4.202,6,2,tracked car,-2.25,-0.75,0.665704787,0.946564198,1.62950253,1,66,0,1,collision,0,0,13,0,1,,,,
cell,4.202,6,1,wheeled car,-2.25,-1.25,0.691753685,0.986067593,1.68552816,1,42,0,1,collision,0,0,5,0,1,,,,
cell,4.202,6,2,tracked car,-2.25,-1.25,0.691753685,0.986067593,1.68552816,1,42,0,1,collision,0,0,6,0,1,,,,
cell,4.202,6,1,wheeled car,-2.25,-1.75,0.724108696,1.02568781,1.81703186,1,48,0,2,success,-10.5093454,14.8686877,3,1,0.422967225,,,,
cell,4.202,6,2,tracked car,-2.25,-1.75,0.724108696,1.02568781,1.81703186,1,48,0,1,collision,0,0,6,0,1,,,,
cell,4.202,6,1,wheeled car,-2.25,-2.25,0.769940257,1.68103445,1.91364551,1,18,0,2,success,-3.55070809,1.80884838,4,1,0.0893259421,,,,
cell,4.202,6,2,tracked car,-2.25,-2.25,0.769940257,1.68103445,1.91364551,1,18,0,2,success,0.609634082,1.90637097,8,1,0.0419334173,,,,
cell,4.202,6,1,wheeled car,-2.25,-2.75,1.00197828,1.08967876,1.88570642,1,390,0,1,collision,0,0,4,0,1,,,,
cell,4.202,6,2,tracked car,-2.25,-2.75,1.00197828,1.08967876,1.88570642,1,390,0,2,success,-0.535636259,2.12534462,11,1,0.0443496816,,,,
cell,4.202,6,1,wheeled car,-2.75,10.75,1.01806855,0.703655124,2.12229514,1,138,0,1,collision,0,0,2,0,1,,,,
cell,4.202,6,2,tracked car,-2.75,10.75,1.01806855,0.703655124,2.12229514,1,138,0,1,collision,0,0,6,0,1,,,,
cell,4.202,6,1,wheeled car,-2.75,6.25,1.0386405,0.616951466,2.39334726,1,234,0,1,collision,0,0,2,0,1,,,,
